Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
Th,5/1/03,,,,,,1.92
We,4/30/03,934.05,24.643M,24.568M,2.1517,,1.92
Tu,4/29/03,932.3,22.265M,24.174M,2.1511,,1.9164
Mo,4/28/03,929.5,24.476M,23.937M,2.1576,,1.8687
Su,4/27/03,,,,,,1.8583
,,,,,,,
Sa,4/26/03,,,,,,1.8583
Fr,4/25/03,924.3,25.647M,23.565M,2.1697,,1.8583
Th,4/24/03,929.7,39.098M,23.071M,2.1571,,1.8632
We,4/23/03,934.2,29.369M,21.632M,2.1467,,1.8723
Tu,4/22/03,943.5,26.527M,20.742M,2.1256,,1.8909
Mo,4/21/03,947.2,20.886M,19.995M,2.1173,,1.8983
Su,4/20/03,,,,,,1.8853
,,,,,,,
Sa,4/19/03,,,,,,1.8853
Fr,4/18/03,,,,,,1.8853
Th,4/17/03,940.7,18.728M,19.743M,2.1319,,1.8853
We,4/16/03,958.65,20.403M,19.468M,2.092,,1.9213
Tu,4/15/03,951.2,22.757M,19.235M,2.1084,,1.7046
Mo,4/14/03,,,,,,1.6882
Su,4/13/03,,,,,,1.6882
,,,,,,,
Sa,4/12/03,,,,,,1.6882
Fr,4/11/03,949.8,30.533M,18.779M,2.1115,,1.6882
Th,4/10/03,962.2,24.921M,17.294M,2.0843,,1.7102
We,4/9/03,1004.85,19.146M,16.894M,1.9923,,1.786
Tu,4/8/03,1018.1,19.122M,17.28M,1.9664,,1.8096
Mo,4/7/03,1031.5,18.74M,17.222M,1.9409,,1.8334
Su,4/6/03,,,,,,1.8075
,,,,,,,
Sa,4/5/03,,,,,,1.8075
Fr,4/4/03,1016.95,18.7M,17.233M,2.006,,1.8075
Th,4/3/03,1009.15,18.894M,17.393M,2.0108,,1.7937
We,4/2/03,999.4,18.237M,17.399M,2.0304,,1.7764
Tu,4/1/03,984.3,17.518M,17.576M,2.0615,,1.7495
Mo,3/31/03,978.2,16.018M,17.521M,2.0744,,
,,,,,,,
Fr,3/28/03,1000.6,15.319M,17.718M,2.028,,
Th,3/27/03,1002.7,17.109M,17.827M,2.0237,,
We,3/26/03,1013.85,14.598M,18.162M,2.0002,,
Tu,3/25/03,1011.3,16.911M,18.18M,2.0052,,
Mo,3/24/03,1013.9,15.922M,18.324M,2.0001,,
,,,,,,,
Sa,3/22/03,1037.15,8.253M,20.225M,1.9552,,
Fr,3/21/03,1030.55,18.93M,21.015M,1.9677,,
Th,3/20/03,1025.25,24.922M,21.33M,1.9779,,
We,3/19/03,1003.9,18.26M,20.506M,2.02,,
Mo,3/17/03,993,18.908M,20.388M,2.0466,,
,,,,,,,
Th,3/13/03,999.65,21.097M,20.336M,2.0329,,
We,3/12/03,1001.7,18.978M,20.31M,2.0288,,
Tu,3/11/03,1014.55,20.899M,20.319M,2.0031,,
Mo,3/10/03,1006.7,16.689M,20.165M,2.0187,,
,,,,,,,
Fr,3/7/03,1017.1,18.974M,20.276M,1.9981,,
Th,3/6/03,1031.25,16.95M,20.254M,1.9706,,
We,3/5/03,1040.7,22.145M,20.452M,1.9528,,
Tu,3/4/03,1046.6,14.866M,20.195M,1.9417,,
Mo,3/3/03,1058.85,19.061M,20.283M,1.9193,,
,,,,,,,
Fr,2/28/03,1063.4,44.447M,20.689M,1.9111,,
Th,2/27/03,1052.95,20.102M,19.129M,1.93,,
We,2/26/03,1049.65,23.652M,19.261M,1.9361,,
Tu,2/25/03,1055.55,12.558M,19.305M,1.9253,,
Mo,2/24/03,1070.15,16.499M,19.704M,1.899,,
,,,,,,,
Fr,2/21/03,1066.15,18.123M,20.814M,1.9061,,
Th,2/20/03,1065.6,20.703M,21.719M,1.9071,,
We,2/19/03,1064.3,19.109M,22.323M,1.9095,,
Tu,2/18/03,1059.3,18.591M,22.784M,1.9185,,
Mo,2/17/03,1058.2,18.352M,23.193M,1.9205,,
,,,,,,,
Fr,2/14/03,1036,18.653M,23.685M,1.9616,,
We,2/12/03,1044.45,19.925M,24.232M,1.9457,,
Tu,2/11/03,1048,18.278M,24.334M,1.9391,,
Mo,2/10/03,1048.6,16.19M,24.673M,1.938,,
,,,,,,,
Fr,2/7/03,1057.5,25.157M,25.001M,1.9217,,
Th,2/6/03,1063.6,21.041M,24.818M,1.9107,,
We,2/5/03,1047.4,22.09M,24.801M,1.9403,,
Tu,2/4/03,1054.8,24.3M,24.587M,1.9266,,
Mo,2/3/03,1055.3,18.552M,24.157M,1.9257,,
,,,,,,,
Fr,1/31/03,1041.85,33.149M,24.3M,2.0112,,
Th,1/30/03,1034.6,31.7M,23.835M,2.0882,,
We,1/29/03,1037.2,29.763M,23.121M,2.083,,
Tu,1/28/03,1046.2,26.02M,22.612M,2.065,,
Mo,1/27/03,1037.65,24.733M,22.416M,2.0821,,
,,,,,,,
Fr,1/24/03,1056.05,25.73M,22.106M,2.0458,,
Th,1/23/03,1070.9,26.859M,22.237M,2.0174,,
We,1/22/03,1082.9,21.445M,22.277M,1.9956,,
Tu,1/21/03,1077.9,23.37M,21.949M,2.0049,,
Mo,1/20/03,1076.35,21.107M,21.675M,2.0078,,
,,,,,,,
Fr,1/17/03,1086.5,22.406M,21.522M,1.989,,
Th,1/16/03,1088.35,20.79M,21.57M,1.9856,,
We,1/15/03,1085,18.876M,22.138M,1.9918,,
Tu,1/14/03,1078.95,17.862M,22.174M,2.0029,,
Mo,1/13/03,1073.75,20.69M,22.089M,2.0126,,
,,,,,,,
Fr,1/10/03,1080.25,26.179M,22.171M,2.0005,,
Th,1/9/03,1097.35,20.99M,22.264M,1.9693,,
We,1/8/03,1089.35,22.119M,22.588M,1.9838,,
Tu,1/7/03,1081.8,23.078M,22.752M,1.9976,,
Mo,1/6/03,1084.35,20.095M,23.593M,1.9929,,
,,,,,,,
Fr,1/3/03,1089.6,27.691M,24.119M,1.9833,,
Th,1/2/03,1093.05,27.453M,24.187M,1.9771,,
We,1/1/03,1100.15,16.531M,24.608M,1.9643,,
Tu,12/31/02,1093.5,19.263M,25.691M,1.9763,,
Mo,12/30/02,1091.95,18.809M,27.482M,1.9791,,
,,,,,,,
Fr,12/27/02,1098.4,23.121M,29.219M,1.9675,,
Th,12/26/02,1094.8,29.316M,29.607M,1.9739,,
Tu,12/24/02,1085,19.418M,29.672M,1.9918,,
Mo,12/23/02,1076,16.583M,30.789M,2.0084,,
,,,,,,,
Fr,12/20/02,1079.3,21.915M,31.967M,2.0023,,
Th,12/19/02,1076,27.585M,32.407M,2.0084,,
We,12/18/02,1077.95,25.849M,32.726M,2.0048,,
Tu,12/17/02,1073.25,24.569M,32.971M,2.0136,,
Mo,12/16/02,1078.45,35.701M,33.6M,2.0039,,
,,,,,,,
Fr,12/13/02,1086.2,27.984M,33.106M,1.9896,,
Th,12/12/02,1077,28.712M,33.721M,2.0065,,
We,12/11/02,1069.75,33.768M,34.05M,2.0201,,
Tu,12/10/02,1063.7,32.78M,34.303M,2.0316,,
Mo,12/9/02,1058.65,46.12M,34.007M,2.0413,,
,,,,,,,
Fr,12/6/02,1069.8,44.862M,33.25M,1.9977,,
Th,12/5/02,1045.95,28.946M,31.931M,2.0443,,
We,12/4/02,1036.4,30.285M,31.53M,2.0631,,
Tu,12/3/02,1055,36.183M,30.828M,2.0267,,
Mo,12/2/02,1067.9,34.246M,29.775M,2.0022,,
,,,,,,,
Fr,11/29/02,1050.15,28.514M,28.758M,2.0361,,
Th,11/28/02,1049.7,32.369M,28.69M,2.037,,
We,11/27/02,1031.1,29.524M,28.221M,2.0737,,
Tu,11/26/02,1036.15,34.01M,27.034M,2.0636,,
Mo,11/25/02,1026.2,28.283M,27.483M,2.0836,,
,,,,,,,
Fr,11/22/02,1020.15,37.212M,28.766M,2.096,,
Th,11/21/02,1008.75,33.651M,28.19M,2.1196,,
We,11/20/02,1001.6,37.556M,27.882M,2.1348,,
Mo,11/18/02,996.85,28.336M,26.564M,2.145,,
,,,,,,,
Fr,11/15/02,990.35,34.778M,26.151M,2.159,,
Th,11/14/02,971.9,25.078M,24.95M,2.2,,
We,11/13/02,962.65,22.919M,24.936M,2.2212,,
Tu,11/12/02,959.85,19.753M,24.495M,2.2276,,
Mo,11/11/02,954.05,20.395M,24.137M,2.2412,,
,,,,,,,
Fr,11/8/02,956.95,18.991M,24.503M,2.2344,,
Th,11/7/02,960.7,27.496M,25.035M,2.2257,,
Tu,11/5/02,962.3,25.331M,24.806M,2.222,,
Mo,11/4/02,962.1,11.712M,24.441M,2.2224,,
,,,,,,,
Fr,11/1/02,951.45,40.75M,25.38M,2.2442,,
Th,10/31/02,951.4,47.53M,24.096M,2.2443,,
We,10/30/02,937.75,28.57M,22.628M,2.277,,
Tu,10/29/02,936.9,29.032M,22.689M,2.2681,,
Mo,10/28/02,922.7,17.791M,22.096M,2.303,,
,,,,,,,
Fr,10/25/02,932.2,22.141M,22.475M,2.2739,,
Th,10/24/02,946.9,16.76M,22.666M,2.2386,,
We,10/23/02,957.35,24.873M,22.926M,2.2142,,
Tu,10/22/02,962.5,16.293M,22.6M,1.9834,,
Mo,10/21/02,967.35,14.384M,23.005M,2.028,,
,,,,,,,
Fr,10/18/02,971.65,25.887M,29.684M,2.0169,,
Th,10/17/02,973.3,26.981M,29.607M,2.0135,,
We,10/16/02,973.6,24.058M,29.296M,2.0129,,
Mo,10/14/02,972.45,19.851M,28.772M,2.0153,,
,,,,,,,
Fr,10/11/02,971.05,25.802M,28.898M,2.0182,,
Th,10/10/02,958.45,21.489M,28.412M,2.0447,,
We,10/9/02,954.75,25.513M,28.079M,1.9585,,
Tu,10/8/02,960.8,29.48M,27.702M,1.9462,,
Mo,10/7/02,954.75,20.138M,26.639M,1.9585,,
,,,,,,,
Fr,10/4/02,948.2,23.474M,26.395M,1.9721,,
Th,10/3/02,948.2,25.014M,26.225M,1.9721,,
Tu,10/1/02,955.2,20.649M,25.852M,1.9576,,
Mo,9/30/02,963.15,19.986M,26.209M,1.9415,,
,,,,,,,
Fr,9/27/02,976.45,22.378M,26.444M,1.915,,
Th,9/26/02,969.9,114.563M,26.687M,1.9279,,
We,9/25/02,970.05,24.723M,20.944M,1.9276,,
Tu,9/24/02,966.2,22.326M,21.012M,1.9353,,
Mo,9/23/02,970.3,16.19M,21.874M,1.9271,,
,,,,,,,
Fr,9/20/02,969.6,21.75M,24.031M,1.9285,,
Th,9/19/02,976.05,18.505M,25.41M,1.9158,,
We,9/18/02,983.6,16.496M,25.429M,1.9011,,
Tu,9/17/02,994.9,19.854M,25.877M,1.8795,,
Mo,9/16/02,985.75,13.543M,25.783M,1.8969,,
,,,,,,,
Fr,9/13/02,992,16.477M,26.206M,1.885,,
Th,9/12/02,1001.65,20.919M,26.305M,1.8668,,
We,9/11/02,998.85,19.423M,26.604M,1.8721,,
Mo,9/9/02,998.55,25.996M,26.585M,1.8589,,
,,,,,,,
Fr,9/6/02,995.2,23.511M,25.821M,1.8651,,
Th,9/5/02,1008.6,26.03M,25.544M,1.8404,,
We,9/4/02,1006.95,28.419M,25.149M,1.8357,,
Tu,9/3/02,1001.1,25.741M,24.981M,1.8464,,
Mo,9/2/02,1013.5,35.253M,24.461M,1.8238,,
,,,,,,,
Fr,8/30/02,1010.6,48.547M,23.936M,1.8364,,
Th,8/29/02,987.25,42.434M,22.082M,1.8798,,
We,8/28/02,985.7,18.786M,20.692M,1.8907,,
Tu,8/27/02,987.7,23.219M,20.65M,1.8869,,
Mo,8/26/02,998.85,18.446M,20.399M,1.8659,,
,,,,,,,
Fr,8/23/02,995.2,19.889M,20.439M,1.8727,,
Th,8/22/02,985.7,17.965M,20.411M,1.8907,,
We,8/21/02,988.45,25.407M,20.929M,1.8855,,
Tu,8/20/02,988.55,19.125M,21.058M,1.8853,,
Mo,8/19/02,979.85,14.546M,21.651M,1.8945,,
,,,,,,,
Fr,8/16/02,979.25,19.358M,22.622M,1.8956,,
We,8/14/02,969.65,20.102M,23.576M,1.8955,,
Tu,8/13/02,976.05,25.895M,23.542M,1.8837,,
Mo,8/12/02,969.85,17.939M,23.706M,1.8958,,
,,,,,,,
Fr,8/9/02,961.95,27.386M,23.645M,1.9114,,
Th,8/8/02,953.55,20.732M,23.048M,1.9282,,
We,8/7/02,969.1,21.593M,22.725M,1.9035,,
Tu,8/6/02,966.65,18.145M,22.51M,1.9083,,
Mo,8/5/02,963.25,19.455M,22.624M,1.9151,,
,,,,,,,
Fr,8/2/02,954.75,19.042M,22.196M,1.9321,,
Th,8/1/02,957.7,19.483M,21.809M,1.9262,,
We,7/31/02,958.9,25.732M,21.596M,1.9237,,
Tu,7/30/02,960.65,27.334M,20.995M,1.9071,,
Mo,7/29/02,971.65,28.025M,20.347M,1.8835,,
,,,,,,,
Fr,7/26/02,973.5,29.117M,19.774M,1.8567,,
Th,7/25/02,1001.55,33.66M,18.692M,1.8047,,
We,7/24/02,1004.05,19.59M,17.657M,1.8002,,
Tu,7/23/02,1021.9,28.349M,17.466M,1.7688,,
Mo,7/22/02,1012,17.028M,16.836M,1.7861,,
,,,,,,,
Fr,7/19/02,1035.9,18.436M,16.631M,1.741,,
Th,7/18/02,1041.3,15.892M,16.712M,1.732,,
We,7/17/02,1032.55,18.354M,17.12M,1.7392,,
Tu,7/16/02,1035.95,19.857M,17.129M,1.7335,,
Mo,7/15/02,1048,13.034M,17.538M,1.6887,,
,,,,,,,
Fr,7/12/02,1058.25,13.239M,17.582M,1.6723,,
Th,7/11/02,1056.6,16.294M,17.907M,1.6489,,
We,7/10/02,1071.7,16.716M,18.303M,1.6073,,
Tu,7/9/02,1080.3,17.61M,18.811M,1.553,,
Mo,7/8/02,1082.05,19.433M,18.901M,1.521,,
,,,,,,,
Fr,7/5/02,1073.8,12.884M,18.862M,1.5327,,
Th,7/4/02,1070.55,18.131M,19.495M,1.5373,,
We,7/3/02,1069.9,16.734M,19.432M,1.5373,,
Tu,7/2/02,1068.05,18.905M,19.872M,1.549,,
Mo,7/1/02,1068.95,13.947M,20.529M,1.5548,,
,,,,,,,
Fr,6/28/02,1057.8,19.654M,20.77M,1.5972,,
Th,6/27/02,1048.55,22.006M,20.484M,1.6078,,
We,6/26/02,1044.2,18.493M,20.7M,1.6145,,
Tu,6/25/02,1055.4,25.998M,21.089M,1.606,,
Mo,6/24/02,1061.85,13.694M,20.392M,1.5962,,
,,,,,,,
Fr,6/21/02,1062.55,18.105M,20.695M,1.5952,,
Th,6/20/02,1070.05,22.239M,21.186M,1.584,,
We,6/19/02,1062.9,24.337M,21.339M,1.5947,,
Tu,6/18/02,1074.95,18.956M,21.651M,1.5743,,
Mo,6/17/02,1088.9,18.851M,21.862M,1.5542,,
,,,,,,,
Fr,6/14/02,1085.7,22.374M,22.063M,1.5587,,
Th,6/13/02,1082.85,17.194M,22.346M,1.5628,,
We,6/12/02,1092.8,23.33M,22.715M,1.5486,,
Tu,6/11/02,1097.05,28.753M,23.18M,1.5202,,
Mo,6/10/02,1069.9,17.564M,24.287M,1.5238,,
,,,,,,,
Fr,6/7/02,1048.8,15.368M,25.08M,1.5545,,
Th,6/6/02,1064.35,25.248M,26.803M,1.5317,,
We,6/5/02,1064.2,24.322M,27.401M,1.532,,
Tu,6/4/02,1045.4,15.543M,27.496M,1.5595,,
Mo,6/3/02,1039.75,18.25M,28.535M,1.568,,
,,,,,,,
Fr,5/31/02,1028.8,25.468M,28.746M,1.5733,,
Th,5/30/02,1032.15,24.535M,28.779M,1.7502,,
We,5/29/02,1041.65,29.004M,29.135M,1.7062,,
Tu,5/28/02,1038.2,22.124M,28.764M,1.6811,,
Mo,5/27/02,1062.7,21.862M,28.532M,1.5408,,
,,,,,,,
Fr,5/24/02,1067,26.632M,28.371M,1.5346,,
Th,5/23/02,1026.75,22.727M,28.064M,1.6183,,
We,5/22/02,1045.3,30.298M,28.194M,1.5896,,
Tu,5/21/02,1049.2,45.362M,27.626M,1.5837,,
Mo,5/20/02,1074.35,29.453M,26.33M,1.5367,,
,,,,,,,
Fr,5/17/02,1090.65,41.219M,25.48M,1.5137,,
Th,5/16/02,1092.8,34.215M,24.016M,1.5107,,
We,5/15/02,1107.8,25.742M,22.885M,1.4903,,
Tu,5/14/02,1115.1,31.136M,22.367M,1.4805,,
Mo,5/13/02,1119.65,21.413M,21.542M,1.4745,,
,,,,,,,
Fr,5/10/02,1116.4,25.963M,21.506M,1.4788,,
Th,5/9/02,1127.6,29.874M,21.074M,1.4641,,
We,5/8/02,1117.6,23.439M,20.316M,1.4772,,
Tu,5/7/02,1110.7,18.639M,19.802M,1.4864,,
Mo,5/6/02,1100.95,19.452M,19.701M,1.4954,,
,,,,,,,
Fr,5/3/02,1096.95,22.021M,19.716M,1.5008,,
Th,5/2/02,1093.3,24.686M,19.943M,1.5059,,
Tu,4/30/02,1084.5,21.77M,19.966M,1.5181,,
Mo,4/29/02,1074.2,25.928M,19.925M,1.6109,,
,,,,,,,
Fr,4/26/02,1097.4,16.707M,19.4M,1.5769,,
Th,4/25/02,1094.3,19.254M,19.612M,1.5813,,
We,4/24/02,1110.6,17.251M,20.342M,1.5581,,
Tu,4/23/02,1106,17.979M,20.619M,1.5646,,
Mo,4/22/02,1104.15,18.749M,21.135M,1.5672,,
,,,,,,,
Fr,4/19/02,1100.3,20.882M,21.372M,1.5727,,
Th,4/18/02,1129,19.484M,21.709M,1.5327,,
We,4/17/02,1125.1,18.494M,21.808M,1.5381,,
Tu,4/16/02,1118.75,15.738M,21.649M,1.5468,,
Mo,4/15/02,1134.15,17.119M,21.887M,1.5258,,
,,,,,,,
Fr,4/12/02,1146.5,19.683M,21.698M,1.5093,,
Th,4/11/02,1143.6,25.42M,21.807M,1.5132,,
We,4/10/02,1138.5,25.028M,21.659M,1.52,,
Tu,4/9/02,1126.7,21.152M,21.5M,1.5359,,
Mo,4/8/02,1135.25,18.062M,22.371M,1.5243,,
,,,,,,,
Fr,4/5/02,1141.95,19.882M,22.264M,1.4842,,
Th,4/4/02,1145.9,30.206M,22.73M,1.4791,,
We,4/3/02,1123.5,21.406M,22.551M,1.5086,,
Tu,4/2/02,1136.95,25.723M,22.968M,1.4907,,
Mo,4/1/02,1138.95,22.308M,23.121M,1.4881,,
,,,,,,,
Th,3/28/02,1129.55,25.93M,23.377M,1.5005,,
We,3/27/02,1123.35,20.975M,24.216M,1.5088,,
Tu,3/26/02,1123.05,16.104M,25.25M,1.5081,,
,,,,,,,
Fr,3/22/02,1138.45,19.302M,27.031M,1.4877,,
Th,3/21/02,1144.2,14.296M,27.965M,1.4802,,
We,3/20/02,1155.6,21.318M,30.638M,1.4656,,
Tu,3/19/02,1152.15,23.197M,32.028M,1.47,,
Mo,3/18/02,1169.3,22.633M,33.185M,1.4484,,
,,,,,,,
Fr,3/15/02,1169.75,34.221M,33.473M,1.4479,,
Th,3/14/02,1159.45,16.456M,33.455M,1.4608,,
We,3/13/02,1157.05,26.879M,33.568M,1.4638,,
Tu,3/12/02,1150.45,27.512M,33.573M,1.8264,,
Mo,3/11/02,1167.85,27.66M,33.98M,1.7992,,
,,,,,,,
Fr,3/8/02,1187.65,28.019M,34.354M,1.7692,,
Th,3/7/02,1193.05,26.154M,35.169M,1.7754,,
We,3/6/02,1172.6,38.517M,35.609M,1.8064,,
Tu,3/5/02,1178.5,36.475M,34.962M,1.7973,,
Mo,3/4/02,1177.35,42.831M,34.701M,1.7991,,
,,,,,,,
Fr,3/1/02,1178,33.301M,34.076M,1.7981,,
Th,2/28/02,1142.05,54.398M,34.578M,1.8547,,
We,2/27/02,1189.2,42.166M,34.697M,1.7811,,
Tu,2/26/02,1189.4,40.551M,34.766M,1.7808,,
Mo,2/25/02,1165.45,26.957M,34.639M,1.8171,,
,,,,,,,
Fr,2/22/02,1163.5,33.943M,34.795M,1.8202,,
Th,2/21/02,1149.85,18.16M,34.545M,1.8418,,
We,2/20/02,1145.95,26.942M,35.284M,1.8481,,
Tu,2/19/02,1158.9,33.616M,35.166M,1.8274,,
Mo,2/18/02,1172.85,33.28M,34.775M,1.8057,,
,,,,,,,
Fr,2/15/02,1159.95,40.237M,34.296M,1.8257,,
Th,2/14/02,1150,32.756M,33.419M,1.8415,,
We,2/13/02,1135.1,28.82M,32.904M,1.8657,,
Tu,2/12/02,1129.5,32.554M,32.833M,1.875,,
Mo,2/11/02,1131.55,33.452M,32.501M,1.8716,,
,,,,,,,
Fr,2/8/02,1123.75,40.833M,32.323M,1.8846,,
Th,2/7/02,1110.45,56.192M,32.327M,1.9012,,
We,2/6/02,1113.1,43.194M,31.379M,1.8966,,
Tu,2/5/02,1074.25,38.654M,30.554M,1.8346,,
Mo,2/4/02,1076.9,29.294M,29.942M,1.8301,,
,,,,,,,
Fr,2/1/02,1081.65,30.186M,30.184M,1.822,,
Th,1/31/02,1080.45,29.249M,30.759M,1.824,,
We,1/30/02,1067.45,25.169M,31.077M,1.8463,,
Tu,1/29/02,1071.65,27.754M,32.289M,1.839,,
Mo,1/28/02,1071.35,26.098M,33.106M,1.8395,,
,,,,,,,
Fr,1/25/02,1088.4,27.083M,33.802M,1.8107,,
Th,1/24/02,1085.3,25.023M,35.488M,1.8159,,
We,1/23/02,1089.4,27.762M,36.091M,1.8091,,
Tu,1/22/02,1092.85,27.577M,35.933M,1.7942,,
Mo,1/21/02,1091.35,30.782M,37.02M,1.7966,,
,,,,,,,
Fr,1/18/02,1093.15,40.887M,38.496M,1.7937,,
Th,1/17/02,1109.2,41.982M,39.324M,1.7677,,
We,1/16/02,1090.45,30.814M,40.509M,1.7981,,
Tu,1/15/02,1094.15,29.475M,41.291M,2.0729,,
Mo,1/14/02,1109.8,32.92M,42.106M,2.0437,,
,,,,,,,
Fr,1/11/02,1088.55,38.803M,43.051M,2.0835,,
Th,1/10/02,1098.2,34.02M,44.176M,2.0652,,
We,1/9/02,1102.8,43.349M,45.231M,2.0566,,
Tu,1/8/02,1109.9,40.023M,45.464M,2.0431,,
Mo,1/7/02,1100.15,36.536M,45.575M,2.0612,,
,,,,,,,
Fr,1/4/02,1096.2,52.372M,47.534M,2.0687,,
Th,1/3/02,1072.25,34.068M,47.647M,2.1149,,
We,1/2/02,1060.75,25.387M,49.983M,2.1378,,
Tu,1/1/02,1055.3,43.889M,51.929M,1.9267,,
Mo,12/31/01,1059.05,52.921M,52.947M,1.9199,,
,,,,,,,
Fr,12/28/01,1033.8,53.294M,54.524M,1.9668,,
Th,12/27/01,1020,59.762M,55.561M,1.9934,,
We,12/26/01,1034.25,42.542M,55.456M,1.966,,
Mo,12/24/01,1048.5,41.709M,56.16M,1.9392,,
,,,,,,,
Fr,12/21/01,1050.85,47.092M,57.433M,1.9349,,
Th,12/20/01,1062,55.681M,58.214M,1.9146,,
We,12/19/01,1060.75,49.841M,58.998M,1.9168,,
Tu,12/18/01,1082.3,46.839M,59.161M,1.8787,,
,,,,,,,
Fr,12/14/01,1087.85,41.695M,59.668M,1.8691,,
Th,12/13/01,1098.75,65.919M,60.887M,1.8499,,
We,12/12/01,1107.65,54.073M,60.324M,1.8351,,
Tu,12/11/01,1110.2,69.109M,61.527M,1.8308,,
Mo,12/10/01,1115.25,54.564M,61.777M,1.8226,,
,,,,,,,
Fr,12/7/01,1112.3,59.16M,61.503M,1.8274,,
Th,12/6/01,1110.45,76.583M,60.456M,1.8304,,
We,12/5/01,1104.55,68.852M,58.44M,1.8402,,
Tu,12/4/01,1077.7,58.183M,58.03M,1.8861,,
Mo,12/3/01,1065.4,53.096M,57.579M,1.9078,,
,,,,,,,
Th,11/29/01,1067.15,60.81M,57.024M,1.9047,,
We,11/28/01,1070.8,58.805M,56.333M,1.8982,,
Tu,11/27/01,1076.05,67.447M,55.343M,1.8546,,
Mo,11/26/01,1080.6,52.282M,54.68M,1.8468,,
,,,,,,,
Fr,11/23/01,1059,54.443M,54.734M,1.8845,,
Th,11/22/01,1062.45,59.975M,54.327M,1.8784,,
We,11/21/01,1056.35,57.481M,53.446M,1.8914,,
Tu,11/20/01,1050.2,72.109M,52.13M,1.8999,,
Mo,11/19/01,1068.15,72.859M,51.311M,1.8679,,
,,,,,,,
Th,11/15/01,1035.7,50.455M,50.399M,1.9246,,
We,11/14/01,1015.8,,,,,
Tu,11/13/01,1005.4,43.459M,50.468M,1.9865,,
Mo,11/12/01,1010.9,46.34M,50.516M,1.9757,,
,,,,,,,
Fr,11/9/01,1004.05,62.705M,50.014M,1.9841,,
Th,11/8/01,997.7,51.425M,48.679M,1.9967,,
We,11/7/01,987.5,44.766M,48.79M,2.0188,,
Tu,11/6/01,1001.9,50.448M,48.944M,1.9897,,
Mo,11/5/01,991.05,43.942M,48.475M,2.0115,,
,,,,,,,
Fr,11/2/01,997.6,57.516M,49.216M,1.9983,,
Th,11/1/01,994,53.091M,48.698M,2.0056,,
We,10/31/01,971.9,48.336M,48.713M,2.0512,,
Tu,10/30/01,963.1,46.754M,47.939M,2.0699,,
Mo,10/29/01,977.45,37.746M,47.245M,2.034,,
,,,,,,,
Th,10/25/01,983.2,59.823M,47.305M,2.0221,,
We,10/24/01,991.2,59.183M,46.502M,1.968,,
Tu,10/23/01,993.2,51.489M,45.253M,1.9641,,
Mo,10/22/01,976.4,44.173M,45.123M,1.992,,
,,,,,,,
Fr,10/19/01,976.65,38.816M,46.441M,1.989,,
Th,10/18/01,972.05,42.673M,47.288M,1.9985,,
We,10/17/01,986.25,53.089M,47.961M,1.9747,,
Tu,10/16/01,971.25,47.088M,48.039M,2.0052,,
Mo,10/15/01,963.4,43.401M,48.157M,2.0215,,
,,,,,,,
Fr,10/12/01,960.4,55.061M,48.446M,2.0278,,
Th,10/11/01,954.9,49.748M,48.488M,2.0395,,
We,10/10/01,940.35,53.321M,48.66M,2.0711,,
Tu,10/9/01,912.7,36.72M,49.882M,2.1338,,
Mo,10/8/01,901.95,36.34M,50.496M,2.1592,,
,,,,,,,
Fr,10/5/01,914.6,38.656M,51.396M,2.1294,,
Th,10/4/01,911.65,47.767M,51.603M,2.1363,,
We,10/3/01,899.65,40.455M,50.746M,2.1648,,
Mo,10/1/01,910.1,49.54M,50.48M,2.1399,,
,,,,,,,
Fr,9/28/01,913.85,63.94M,49.58M,2.1311,,
Th,9/27/01,890,51.525M,48.596M,2.1882,,
We,9/26/01,873.7,52.764M,48.317M,2.229,,
Tu,9/25/01,861.4,54.259M,47.165M,2.2609,,
Mo,9/24/01,869.05,48.865M,46.194M,2.241,,
,,,,,,,
Fr,9/21/01,854.2,47.729M,44.927M,2.2799,,
Th,9/20/01,898.8,55.688M,44.031M,2.1668,,
We,9/19/01,912.2,52.33M,42.896M,2.1356,,
Tu,9/18/01,900.2,71.658M,41.284M,2.1622,,
Mo,9/17/01,872.25,45.931M,38.618M,2.2315,,
,,,,,,,
Fr,9/14/01,919.7,49.842M,37.94M,2.1164,,
Th,9/13/01,971.7,41.756M,37.429M,2.0031,,
We,9/12/01,982.2,34.903M,36.618M,1.9817,,
Tu,9/11/01,1023.4,36.469M,36.556M,1.9019,,
Mo,9/10/01,1033.4,36.04M,36.167M,1.8835,,
,,,,,,,
Fr,9/7/01,1035.2,49.181M,37.162M,1.8802,,
Th,9/6/01,1036.1,47.342M,37.1M,1.8586,,
We,9/5/01,1045,35.49M,36.797M,1.8829,,
Tu,9/4/01,1048.2,39.679M,35.867M,1.8772,,
Mo,9/3/01,1048.05,29.872M,34.943M,1.8774,,
,,,,,,,
Fr,8/31/01,1053.75,34.283M,34.734M,1.8582,,
Th,8/30/01,1064.15,38.667M,34.365M,1.84,,
We,8/29/01,1067.45,28.144M,33.576M,1.8343,,
Tu,8/28/01,1070.65,31.675M,34.167M,1.8157,,
Mo,8/27/01,1072.55,35.751M,34.975M,1.8125,,
,,,,,,,
Fr,8/24/01,1069.15,42.183M,35.476M,1.8183,,
Th,8/23/01,1071.5,29.596M,36.223M,1.8162,,
