Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
We,10/26/22,3830.6,760.715M,713.487M,1.729,18.2901,3.8765
Tu,10/25/22,3859.11,705.722M,705.495M,1.716,18.4262,3.9054
Mo,10/24/22,3797.34,677.22M,708.164M,1.744,18.1313,3.8429
,,,,,,,
Fr,10/21/22,3752.75,902.211M,714.096M,1.7647,17.9184,3.7974
Th,10/20/22,3665.78,676.528M,719.491M,1.8064,17.5031,3.7094
We,10/19/22,3695.16,622.567M,720.858M,1.7912,17.6427,3.7391
Tu,10/18/22,3719.98,678.666M,728.21M,1.7793,17.7613,3.7642
Mo,10/17/22,3677.95,718.643M,728.233M,1.7991,17.5606,3.7217
,,,,,,,
Fr,10/14/22,3583.07,736.481M,727.315M,1.8467,17.1076,3.6257
Th,10/13/22,3669.91,840.635M,726.884M,1.802,17.5222,3.7136
We,10/12/22,3577.03,645.865M,713.38M,1.8488,17.0788,3.6196
Tu,10/11/22,3588.84,726.546M,713.742M,1.842,17.1351,3.6315
Mo,10/10/22,3612.39,604.053M,705.768M,1.83,17.2476,3.6554
,,,,,,,
Fr,10/7/22,3639.66,758.416M,706.126M,1.8163,17.3778,3.683
Th,10/6/22,3744.52,648.035M,795.181M,1.7651,17.8784,3.7891
We,10/5/22,3783.28,640.842M,797.804M,1.7514,18.0635,3.8283
Tu,10/4/22,3790.93,745.746M,801.159M,1.7479,18.1,3.836
Mo,10/3/22,3678.43,766.197M,802.991M,1.8021,17.5629,3.7222
,,,,,,,
Fr,9/30/22,3585.62,983.136M,790.457M,1.8494,17.1194,3.6283
Th,9/29/22,3640.47,697.035M,763.305M,1.8212,17.3813,3.6838
We,9/28/22,3719.04,732.847M,758.412M,1.7815,17.7565,3.7633
Tu,9/27/22,3647.29,679.015M,750.798M,1.8107,17.4139,3.6907
Mo,9/26/22,3655.04,704.873M,748.682M,1.8067,17.451,3.6985
,,,,,,,
Fr,9/23/22,3693.23,730.013M,740.394M,1.7881,17.6334,3.7372
Th,9/22/22,3757.99,638.071M,734.28M,1.757,17.9426,3.8027
We,9/21/22,3789.93,651.303M,749.149M,1.7419,18.0967,3.8346
Tu,9/20/22,3855.93,606.929M,742.695M,1.7114,18.4116,3.9014
Mo,9/19/22,3899.89,609.423M,735.892M,1.6921,18.6215,3.9459
,,,,,,,
Fr,9/16/22,3873.33,2.094B,737.455M,1.7044,18.4951,3.919
Th,9/15/22,3901.35,687.378M,630.893M,1.692,18.6289,3.9431
We,9/14/22,3946.01,691.169M,616.132M,1.6721,18.8422,3.9882
Tu,9/13/22,3932.69,773.233M,600.346M,1.6733,18.7786,3.9748
Mo,9/12/22,4110.41,578.184M,584.539M,1.6006,19.6268,4.1544
,,,,,,,
Fr,9/9/22,4067.36,575.854M,589.093M,1.6183,19.4213,4.1109
Th,9/8/22,4006.18,623.636M,581.449M,1.6395,19.1295,4.0536
We,9/7/22,3979.87,618.641M,573.049M,1.6497,19.0038,4.0229
Tu,9/6/22,3908.19,647.282M,563.953M,1.6799,18.6618,3.9476
Mo,9/5/22,,,,,18.7389,3.9638
,,,,,,,
Fr,9/2/22,3924.26,580.546M,551.381M,1.6723,18.7389,3.9638
Th,9/1/22,3966.85,638.301M,546.584M,1.6498,18.9423,4.0083
We,8/31/22,3955,861.115M,538.904M,1.6534,18.8744,3.9815
Tu,8/30/22,3986.16,554.484M,521.714M,1.6382,19.0236,4.004
Mo,8/29/22,4030.61,504.89M,519.93M,1.6191,19.2349,4.0519
,,,,,,,
Fr,8/26/22,4057.66,632.873M,521.769M,1.6079,19.3621,4.0791
Th,8/25/22,4199.12,495.806M,515.74M,1.5535,20.0374,4.2168
We,8/24/22,4140.77,465.97M,521.35M,1.5751,19.7595,4.1524
Tu,8/23/22,4128.73,454.369M,533.831M,1.5794,19.6815,4.1514
Mo,8/22/22,4137.99,536.127M,542.569M,1.5757,19.7076,4.1622
,,,,,,,
Fr,8/19/22,4228.48,646.495M,547.791M,1.5414,20.1386,4.2544
Th,8/18/22,4283.74,461.194M,570.704M,1.5213,20.4003,4.3201
We,8/17/22,4274.04,497.637M,582.626M,1.5209,20.3558,4.3187
Tu,8/16/22,4305.2,482.206M,594.917M,1.5079,20.471,4.3471
Mo,8/15/22,4297.14,458.694M,601.085M,1.5103,20.4357,4.3383
,,,,,,,
Fr,8/12/22,4280.15,508.596M,605.181M,1.5149,20.3548,4.3212
Th,8/11/22,4207.27,523.109M,610.897M,1.5383,20.005,4.2475
We,8/10/22,4210.24,603.252M,618.284M,1.5359,20.0133,4.2502
Tu,8/9/22,4122.47,527.735M,619.492M,1.5664,19.5938,4.1685
Mo,8/8/22,4140.06,532.468M,628.303M,1.5597,19.6717,4.182
,,,,,,,
Fr,8/5/22,4145.19,542.445M,632.376M,1.5583,20.3176,4.1642
Th,8/4/22,4151.94,579.959M,644.402M,1.5552,20.3507,4.171
We,8/3/22,4155.17,653.187M,644.357M,1.5527,20.3665,4.1742
Tu,8/2/22,4091.19,585.427M,638.204M,1.5769,20.0529,4.1099
Mo,8/1/22,4118.63,614.462M,638.076M,1.5664,20.1874,4.1375
,,,,,,,
Fr,7/29/22,4130.29,990.187M,630.851M,1.5621,20.2446,4.1492
Th,7/28/22,4072.43,640.031M,597.139M,1.5778,19.961,4.0911
We,7/27/22,4023.61,682.005M,594.266M,1.5962,19.7217,4.0421
Tu,7/26/22,3921.05,574.718M,589.846M,1.6379,19.219,3.939
Mo,7/25/22,3966.84,520.141M,596.196M,1.6189,19.4434,3.985
,,,,,,,
Fr,7/22/22,3961.63,594.322M,601.9M,1.6211,19.4179,3.9798
Th,7/21/22,3998.95,633.921M,618.71M,1.6059,19.6008,4.0173
We,7/20/22,3959.9,621.376M,612.23M,1.6211,19.4095,3.9781
Tu,7/19/22,3936.69,659.89M,611.694M,1.6305,19.2957,3.9547
Mo,7/18/22,3830.85,593.561M,608.078M,1.6749,18.777,3.8484
,,,,,,,
Fr,7/15/22,3863.16,722.839M,648.732M,1.6609,18.9353,3.8809
Th,7/14/22,3790.38,579.29M,643.957M,1.6946,18.5786,3.8078
We,7/13/22,3801.78,560.882M,654.757M,1.6878,18.6345,3.8192
Tu,7/12/22,3818.8,583.508M,670.379M,1.6801,18.7179,3.8363
Mo,7/11/22,3854.43,506.096M,775.607M,1.6642,18.8925,3.8721
,,,,,,,
Fr,7/8/22,3899.38,484.507M,801.424M,1.645,19.1129,3.9173
Th,7/7/22,3902.62,596.928M,823.676M,1.6484,19.1287,3.9205
We,7/6/22,3845.08,615.704M,831.198M,1.6727,18.8467,3.8627
Tu,7/5/22,3831.39,669.97M,846.464M,1.6785,18.7796,3.849
Mo,7/4/22,,,,,18.7499,3.8429
,,,,,,,
Fr,7/1/22,3825.33,605.699M,848.589M,1.6798,18.7499,3.8429
Th,6/30/22,3785.38,846.482M,846.644M,1.6974,18.5541,3.8027
We,6/29/22,3818.83,536.714M,823.173M,1.6815,18.718,3.8363
Tu,6/28/22,3821.55,613.334M,823.658M,1.6791,18.7314,3.8391
Mo,6/27/22,3900.11,605.653M,814.998M,1.6453,19.1164,3.918
,,,,,,,
Fr,6/24/22,3911.74,1.203B,808.358M,1.6377,19.1734,3.9297
Th,6/23/22,3795.73,651.223M,765.23M,1.6894,18.6048,3.809
We,6/22/22,3759.89,741.293M,761.068M,1.7052,18.4292,3.773
Tu,6/21/22,3764.79,795.206M,811.342M,1.7028,18.4532,3.7779
Mo,6/20/22,,,,,18.0123,3.6877
,,,,,,,
Fr,6/17/22,3674.84,2.162B,798.782M,1.7435,18.0123,3.6877
Th,6/16/22,3666.77,893.345M,698.592M,1.7475,17.9727,3.6796
We,6/15/22,3789.99,818.29M,681.652M,1.6898,18.578,3.8073
Tu,6/14/22,3735.48,709.748M,668.872M,1.714,18.3108,3.7526
Mo,6/13/22,3749.63,844.701M,663.653M,1.7019,18.3801,3.7668
,,,,,,,
Fr,6/10/22,3900.86,701.847M,663.649M,1.6363,19.1215,3.9187
Th,6/9/22,4017.82,576.523M,663.834M,1.5865,19.6948,4.0354
We,6/8/22,4115.77,494.41M,674.225M,1.5477,20.175,4.132
Tu,6/7/22,4160.68,543.992M,682.922M,1.528,20.3954,4.1751
Mo,6/6/22,4121.43,483.438M,684.065M,1.5422,20.2016,4.1356
,,,,,,,
Fr,6/3/22,4108.54,506.052M,695.552M,1.547,20.1384,4.1226
Th,6/2/22,4176.82,556.442M,716.929M,1.5171,20.4731,4.1879
We,6/1/22,4101.23,588.791M,729.477M,1.5431,20.1016,4.1157
Tu,5/31/22,4132.15,1.495B,742.916M,1.5305,20.2484,4.147
Mo,5/30/22,,,,,20.3656,4.1727
,,,,,,,
Fr,5/27/22,4158.24,606.796M,696.876M,1.5193,20.3656,4.1727
Th,5/26/22,4057.84,659.094M,704.179M,1.5512,19.873,4.0548
We,5/25/22,3978.73,639.248M,713.839M,1.5818,19.4567,3.962
Tu,5/24/22,3941.48,626.588M,721.292M,1.5965,19.2622,3.9176
Mo,5/23/22,3973.75,631.461M,722.439M,1.5834,19.4157,3.9524
,,,,,,,
Fr,5/20/22,3901.36,844.642M,728.956M,1.6123,19.0616,3.8828
Th,5/19/22,3900.79,704.615M,734.598M,1.6124,19.0602,3.8912
We,5/18/22,3923.68,732.386M,734.104M,1.6022,19.1709,3.9215
Tu,5/17/22,4088.85,624.876M,730.737M,1.5352,19.9651,4.1064
Mo,5/16/22,4008.01,561.13M,735.631M,1.5655,19.5716,4.0237
,,,,,,,
Fr,5/13/22,4023.89,655.748M,746.401M,1.5589,19.6481,4.0396
Th,5/12/22,3930.08,826.699M,748.801M,1.5937,19.19,3.9454
We,5/11/22,3935.18,744.675M,738.255M,1.5889,19.2152,3.949
Tu,5/10/22,4001.05,790.371M,728.639M,1.5611,19.5285,4.0192
Mo,5/9/22,3991.24,804.817M,714.751M,1.5649,19.4957,4.0101
,,,,,,,
Fr,5/6/22,4123.34,716.333M,695.718M,1.5146,20.1264,4.1303
Th,5/5/22,4146.87,803.991M,693.969M,1.5051,20.9944,4.1723
We,5/4/22,4300.17,751.05M,676.232M,1.4494,21.7675,4.3265
Tu,5/3/22,4175.48,643.787M,663.037M,1.4927,21.1366,4.201
Mo,5/2/22,4155.38,729.216M,662.894M,1.4999,21.0349,4.1808
,,,,,,,
Fr,4/29/22,4131.93,929.282M,652.072M,1.5084,20.9161,4.1543
Th,4/28/22,4287.5,697.197M,632.357M,1.4535,21.7036,4.3107
We,4/27/22,4183.96,681.879M,633.049M,1.4878,21.1795,4.2066
Tu,4/26/22,4175.2,698.291M,628.684M,1.4908,21.1352,4.1978
Mo,4/25/22,4296.12,722.68M,620.244M,1.4488,21.7473,4.3194
,,,,,,,
Fr,4/22/22,4271.78,691.753M,617.474M,1.4559,21.624,4.2949
Th,4/21/22,4393.66,668.509M,626.591M,1.4154,22.241,4.4174
We,4/20/22,4459.45,600.435M,618.756M,1.3939,22.574,4.4836
Tu,4/19/22,4462.21,582.041M,618.303M,1.3929,22.588,4.4863
Mo,4/18/22,4391.69,519.323M,614.351M,1.4149,22.231,4.4154
,,,,,,,
Fr,4/15/22,,,,,22.2356,4.4163
Th,4/14/22,4392.59,690.095M,613.979M,1.4146,22.2356,4.4163
We,4/13/22,4446.59,537.94M,603.799M,1.3975,22.5089,4.4706
Tu,4/12/22,4397.45,553.125M,607.54M,1.4161,22.2602,4.4212
Mo,4/11/22,4412.53,641.644M,614.44M,1.4107,22.3365,4.4364
,,,,,,,
Fr,4/8/22,4488.28,566.893M,616.69M,1.3869,22.72,4.5126
Th,4/7/22,4500.21,633.557M,720.573M,1.3828,22.7804,4.5245
We,4/6/22,4481.15,707.575M,722.342M,1.388,22.6839,4.5054
Tu,4/5/22,4525.12,616.402M,728.534M,1.3745,22.9065,4.5496
Mo,4/4/22,4582.64,571.697M,736.884M,1.356,23.1976,4.6074
,,,,,,,
Fr,4/1/22,4545.86,681.129M,746.961M,1.3667,23.0115,4.5704
Th,3/31/22,4530.41,828.501M,743.532M,1.3714,22.9332,4.5549
We,3/30/22,4602.45,550.986M,731.652M,1.3494,23.2938,4.6274
Tu,3/29/22,4631.6,593.642M,747.661M,1.339,23.4481,4.6567
Mo,3/28/22,4575.52,522.75M,769.446M,1.3554,23.1656,4.6005
,,,,,,,
Fr,3/25/22,4543.06,513.752M,793.82M,1.3651,23.0013,4.5679
Th,3/24/22,4520.16,537.386M,809.179M,1.372,22.8853,4.5448
We,3/23/22,4456.24,594.061M,819.78M,1.3912,22.5617,4.4806
Tu,3/22/22,4511.61,656.622M,829.344M,1.3738,22.842,4.5362
Mo,3/21/22,4461.18,675.39M,842.141M,1.3893,22.5867,4.4855
,,,,,,,
Fr,3/18/22,4463.12,2.125B,866.233M,1.3887,22.602,4.4871
Th,3/17/22,4411.67,660.091M,772.123M,1.4048,22.3435,4.4214
We,3/16/22,4357.86,800.464M,794.187M,1.4215,22.071,4.3674
Tu,3/15/22,4262.45,741.653M,785.204M,1.4531,21.5878,4.2718
Mo,3/14/22,4173.11,722.843M,783.707M,1.4841,21.1353,4.1822
,,,,,,,
Fr,3/11/22,4204.31,629.699M,788.251M,1.4702,21.2932,4.2136
Th,3/10/22,4259.52,650.305M,786.273M,1.4491,21.5728,4.2689
We,3/9/22,4277.88,791.122M,782.416M,1.4422,21.6664,4.2851
Tu,3/8/22,4170.7,920.408M,769.492M,1.4776,21.1236,4.1778
Mo,3/7/22,4201.09,888.362M,753.806M,1.4666,21.2776,4.2064
,,,,,,,
Fr,3/4/22,4328.87,744.135M,745.236M,1.4232,21.9247,4.3351
Th,3/3/22,4363.49,696.401M,740.013M,1.4099,22.1002,4.3657
We,3/2/22,4386.54,737.531M,733.857M,1.4012,22.2024,4.3894
Tu,3/1/22,4306.26,848.578M,724.918M,1.4276,21.7968,4.3033
Mo,2/28/22,4373.94,1.037B,708.731M,1.4048,22.0853,4.3803
,,,,,,,
Fr,2/25/22,4384.65,713.493M,684.082M,1.4006,22.1057,4.3994
Th,2/24/22,4288.7,991.044M,683.294M,1.429,21.6398,4.3052
We,2/23/22,4225.5,665.717M,668.517M,1.4496,21.2983,4.23
Tu,2/22/22,4304.76,719.203M,670.395M,1.4226,21.7008,4.3129
Mo,2/21/22,,,,,21.9165,4.3318
,,,,,,,
Fr,2/18/22,4348.87,791.007M,687.663M,1.408,21.9107,4.3319
Th,2/17/22,4380.26,600.019M,684.348M,1.3964,23.7068,4.5262
We,2/16/22,4475.01,592.45M,695.159M,1.3633,24.2187,4.6241
Tu,2/15/22,4471.07,597.268M,711.258M,1.3632,24.1974,4.62
Mo,2/14/22,4401.67,685.109M,726.289M,1.3842,23.8218,4.5483
,,,,,,,
Fr,2/11/22,4418.64,759.826M,750.7M,1.3782,23.9136,4.5659
Th,2/10/22,4504.08,665.778M,762.928M,1.3516,24.3719,4.6541
We,2/9/22,4587.18,604.073M,760.954M,1.3263,24.8216,4.74
Tu,2/8/22,4521.54,603.439M,763.115M,1.3454,24.4664,4.6722
Mo,2/7/22,4483.87,605.778M,773.092M,1.3567,24.2626,4.6333
,,,,,,,
Fr,2/4/22,4500.53,667.033M,775.151M,1.3515,24.3527,4.6505
Th,2/3/22,4477.44,701.666M,769.643M,1.3574,24.2278,4.6266
We,2/2/22,4589.38,769.385M,758.976M,1.3227,24.839,4.7423
Tu,2/1/22,4546.54,693.891M,746.209M,1.3352,24.6071,4.698
Mo,1/31/22,4515.55,978.232M,748.431M,1.3443,24.4394,4.666
,,,,,,,
Fr,1/28/22,4431.85,741.273M,725.45M,1.3696,23.9864,4.5795
Th,1/27/22,4326.51,762.182M,717.671M,1.3999,23.4163,4.4707
We,1/26/22,4349.93,833.936M,715.488M,1.3922,23.5431,4.4949
Tu,1/25/22,4356.45,822.738M,706.342M,1.39,23.5783,4.5016
Mo,1/24/22,4410.13,1.051B,690.585M,1.373,23.8689,4.5571
,,,,,,,
Fr,1/21/22,4397.94,943.247M,648.694M,1.3768,23.8029,4.5445
Th,1/20/22,4482.73,636.16M,607.913M,1.3508,24.2618,4.6321
We,1/19/22,4532.76,636.488M,589.902M,1.3351,24.5326,4.6838
Tu,1/18/22,4577.11,753.097M,571.254M,1.322,24.7726,4.7296
Mo,1/17/22,,,,,25.2367,4.8182
,,,,,,,
Fr,1/14/22,4662.85,636.664M,547.36M,1.2973,25.2367,4.8182
Th,1/13/22,4659.03,584.415M,533.8M,1.2982,25.216,4.8143
We,1/12/22,4726.35,541.652M,525.271M,1.278,25.5803,4.8838
Tu,1/11/22,4713.07,577.886M,530.503M,1.2814,25.5084,4.8701
Mo,1/10/22,4670.29,727.219M,537.394M,1.2932,25.2768,4.8259
,,,,,,,
Fr,1/7/22,4677.03,633.524M,629.343M,1.2913,25.3133,4.8329
Th,1/6/22,4696.05,624.58M,637.437M,1.2922,25.4162,4.8525
We,1/5/22,4700.58,729.436M,642.31M,1.2902,25.4407,4.8572
Tu,1/4/22,4793.54,696.748M,641.693M,1.2645,25.9439,4.9533
Mo,1/3/22,4796.56,586.38M,640.284M,1.2633,25.9602,4.9564
,,,,,,,
Fr,12/31/21,4766.18,422.911M,637.455M,1.2701,25.7957,4.925
Th,12/30/21,4778.73,331.533M,643.382M,1.2671,25.8637,4.9379
We,12/29/21,4793.06,366.002M,659.575M,1.2624,25.9412,4.9528
Tu,12/28/21,4786.35,356.767M,680.886M,1.2641,25.9049,4.9458
Mo,12/27/21,4791.19,394.681M,702.996M,1.2628,25.9311,4.9508
,,,,,,,
Fr,12/24/21,,,,,25.5771,4.8832
Th,12/23/21,4725.79,433.265M,725.408M,1.2796,25.5771,4.8832
We,12/22/21,4696.56,456.478M,747.848M,1.2873,25.4189,4.853
Tu,12/21/21,4649.23,620.141M,768.042M,1.2999,25.1628,4.8041
Mo,12/20/21,4568.02,681.244M,826.332M,1.3222,24.7232,4.7202
,,,,,,,
Fr,12/17/21,4620.64,2.106B,826.517M,1.31,25.008,4.7746
Th,12/16/21,4668.67,754.929M,721.606M,1.2945,25.2668,4.822
We,12/15/21,4709.85,697.67M,705.838M,1.2816,25.4898,4.8646
Tu,12/14/21,4634.09,720.18M,696.837M,1.3024,25.0797,4.7863
Mo,12/13/21,4668.97,675.622M,691.102M,1.2895,25.2685,4.8224
,,,,,,,
Fr,12/10/21,4712.02,543.943M,691.368M,1.2772,25.502,4.8668
Th,12/9/21,4667.45,511.811M,691.912M,1.2893,25.2611,4.8153
We,12/8/21,4701.21,574.429M,691.608M,1.2783,25.3505,4.8504
Tu,12/7/21,4686.75,685.661M,686.317M,1.2814,25.2727,4.8306
Mo,12/6/21,4591.67,688.425M,673.205M,1.3077,24.76,4.7326
,,,,,,,
Fr,12/3/21,4538.43,730.855M,658.726M,1.3216,24.4729,4.6777
Th,12/2/21,4577.1,769.875M,638.296M,1.3099,24.6809,4.7158
We,12/1/21,4513.04,759.377M,623.016M,1.3269,24.3352,4.6545
Tu,11/30/21,4567,1.494B,608.097M,1.3221,24.6224,4.7134
Mo,11/29/21,4655.27,684.025M,544.48M,1.2963,25.0767,4.8119
,,,,,,,
Fr,11/26/21,4594.62,532.795M,539.628M,1.3112,24.75,4.7492
Th,11/25/21,,,,,25.3255,4.8597
We,11/24/21,4701.46,518.403M,545.43M,1.2813,25.3255,4.8597
Tu,11/23/21,4690.7,562.663M,548.555M,1.284,25.2682,4.849
Mo,11/22/21,4682.94,634.156M,547.462M,1.2859,25.2207,4.8292
,,,,,,,
Fr,11/19/21,4697.96,679.61M,539.863M,1.281,25.2997,4.8282
Th,11/18/21,4704.54,552.099M,541.443M,1.279,25.3343,4.835
We,11/17/21,4688.67,507.249M,540.359M,1.2816,25.2478,4.8212
Tu,11/16/21,4700.9,495.077M,543.943M,1.2768,25.3084,4.8807
Mo,11/15/21,4682.8,488.967M,544.933M,1.2812,25.2215,4.8611
,,,,,,,
Fr,11/12/21,4682.85,471.249M,545.827M,1.2809,25.2234,4.8632
Th,11/11/21,4649.27,424.401M,545.523M,1.2888,25.0429,4.8224
We,11/10/21,4646.71,540.678M,549.24M,1.2895,25.0305,4.8217
Tu,11/9/21,4685.25,535.583M,544.074M,1.2778,25.2022,4.8627
Mo,11/8/21,4701.7,540.24M,536.696M,1.2721,25.2805,4.8745
,,,,,,,
Fr,11/5/21,4697.53,611.251M,534.684M,1.2732,27.6389,4.9191
Th,11/4/21,4680.06,619.826M,537.995M,1.2771,27.5361,4.9009
We,11/3/21,4660.57,565.27M,531.585M,1.2809,27.4215,4.8804
Tu,11/2/21,4630.65,546.277M,528.62M,1.2892,27.2454,4.8491
Mo,11/1/21,4613.67,520.162M,527.521M,1.2939,27.1455,4.8313
,,,,,,,
Fr,10/29/21,4605.38,703.313M,521.799M,1.2954,27.0967,4.8227
Th,10/28/21,4596.42,535.841M,504.437M,1.2974,27.044,4.8133
We,10/27/21,4551.68,561.004M,502.968M,1.3085,26.7808,4.7664
Tu,10/26/21,4574.79,509.931M,502.937M,1.3018,26.9168,4.7906
Mo,10/25/21,4566.48,502.386M,505.239M,1.3042,26.8679,4.7819
,,,,,,,
Fr,10/22/21,4544.9,466.677M,518.075M,1.3103,26.7408,4.7592
Th,10/21/21,4549.78,480.161M,526.904M,1.3088,26.7694,4.7643
We,10/20/21,4536.19,463.182M,542.111M,1.3122,26.6895,4.7501
Tu,10/19/21,4519.63,424.918M,545.249M,1.3169,26.592,4.7327
Mo,10/18/21,4486.46,510.061M,560.924M,1.3263,26.3968,4.698
,,,,,,,
Fr,10/15/21,4471.37,660.923M,562.505M,1.3308,26.308,4.6822
Th,10/14/21,4438.26,523.663M,548.254M,1.3407,26.1132,4.6475
We,10/13/21,4363.8,520.806M,546.145M,1.3621,25.6751,4.5695
Tu,10/12/21,4350.65,529.788M,547.865M,1.365,25.5978,4.5558
Mo,10/11/21,4361.19,434.332M,547.514M,1.3617,25.6599,4.5668
,,,,,,,
Fr,10/8/21,4391.34,442.878M,566.22M,1.3523,25.8373,4.5984
Th,10/7/21,4399.76,513.805M,657.206M,1.3494,25.8868,4.6072
We,10/6/21,4363.55,560.551M,658.379M,1.3598,25.6738,4.5693
Tu,10/5/21,4345.72,544.456M,661.67M,1.3654,25.5688,4.5506
Mo,10/4/21,4300.46,694.917M,660.715M,1.3785,25.3026,4.5032
,,,,,,,
Fr,10/1/21,4357.04,599.124M,650.736M,1.3593,25.6355,4.5625
Th,9/30/21,4307.54,708.256M,643.486M,1.3752,25.3442,4.5106
We,9/29/21,4359.46,510.256M,627.173M,1.3581,25.6497,4.565
Tu,9/28/21,4352.63,660.043M,624.293M,1.3593,25.6095,4.5578
Mo,9/27/21,4443.11,533.785M,612.617M,1.3314,26.1419,4.6526
,,,,,,,
Fr,9/24/21,4455.48,447.149M,604.65M,1.3274,26.2146,4.6655
Th,9/23/21,4448.98,492.031M,605.743M,1.3293,26.1764,4.6587
We,9/22/21,4395.64,546.603M,604.901M,1.3451,25.8626,4.6029
Tu,9/21/21,4354.19,524.522M,616.16M,1.3579,25.6187,4.5595
Mo,9/20/21,4357.73,714.928M,608.926M,1.3563,25.6419,4.5632
,,,,,,,
Fr,9/17/21,4432.99,1.808B,590.087M,1.3381,26.0847,4.642
Th,9/16/21,4473.75,531.4M,497.442M,1.326,26.3245,4.6787
We,9/15/21,4480.7,609.921M,494.805M,1.3237,26.3654,4.686
Tu,9/14/21,4443.05,530.13M,482.936M,1.3345,26.1439,4.6466
Mo,9/13/21,4468.73,545.226M,479.262M,1.3253,26.295,4.6734
,,,,,,,
Fr,9/10/21,4458.58,490.386M,477.934M,1.3282,26.2354,4.6628
Th,9/9/21,4493.28,463.558M,481.439M,1.3168,26.4411,4.7049
We,9/8/21,4514.07,467.052M,482.66M,1.3103,26.5613,4.7215
Tu,9/7/21,4520.03,484.896M,482.949M,1.3077,26.5967,4.724
Mo,9/6/21,,,,,26.6876,4.7401
,,,,,,,
Fr,9/3/21,4535.43,414.286M,481.485M,1.3022,26.6876,4.7401
Th,9/2/21,4536.95,463.548M,478.92M,1.3014,26.6955,4.7373
We,9/1/21,4524.09,479.401M,476.314M,1.3032,26.6002,4.7336
Tu,8/31/21,4522.68,715.483M,475.989M,1.3031,26.5909,4.7322
Mo,8/30/21,4528.79,416.021M,459.159M,1.3,26.6289,4.7397
,,,,,,,
Fr,8/27/21,4509.37,432.333M,461.148M,1.3048,26.5192,4.7192
Th,8/26/21,4470,417.989M,464.031M,1.3159,26.2877,4.6734
We,8/25/21,4496.19,491.85M,468.764M,1.3079,26.4466,4.6827
Tu,8/24/21,4486.23,431.884M,474.452M,1.3106,26.3733,4.681
Mo,8/23/21,4479.53,475.01M,482.946M,1.3125,26.3253,4.6758
,,,,,,,
Fr,8/20/21,4441.67,525.314M,484.951M,1.323,26.103,4.634
Th,8/19/21,4405.8,542.963M,496.916M,1.3335,25.8979,4.593
We,8/18/21,4400.27,481.865M,493.502M,1.3345,25.8701,4.5968
Tu,8/17/21,4448.08,471.397M,496.955M,1.3188,26.1185,4.6685
Mo,8/16/21,4479.71,462.926M,500.962M,1.3089,26.3095,4.7033
,,,,,,,
Fr,8/13/21,4468,375.817M,503.281M,1.3121,26.2481,4.6867
Th,8/12/21,4460.83,424.463M,507.821M,1.3145,26.2064,4.6792
We,8/11/21,4447.7,474.514M,510.054M,1.3174,26.1414,4.6696
Tu,8/10/21,4436.75,463.045M,515.674M,1.3196,26.0766,4.6649
Mo,8/9/21,4432.35,445.845M,530.993M,1.3209,26.0671,4.6586
,,,,,,,
Fr,8/6/21,4436.52,475.579M,549.584M,1.3195,30.5013,4.8061
Th,8/5/21,4429.1,488.983M,557.033M,1.3197,30.4503,4.7981
We,8/4/21,4402.66,577.171M,558.748M,1.3263,30.2689,4.7694
Tu,8/3/21,4423.15,559.292M,555.388M,1.3198,30.4098,4.7916
Mo,8/2/21,4387.16,505.091M,547.915M,1.3306,30.1624,4.7526
,,,,,,,
Fr,7/30/21,4395.26,704.784M,546.289M,1.328,30.2181,4.7614
Th,7/29/21,4419.15,491.759M,533.828M,1.3207,30.3823,4.7873
We,7/28/21,4400.64,533.658M,538.517M,1.3245,30.239,4.7672
Tu,7/27/21,4401.46,531.511M,537.522M,1.3242,30.2446,4.7681
Mo,7/26/21,4422.3,497.708M,540.743M,1.3179,30.3879,4.7907
,,,,,,,
Fr,7/23/21,4411.79,443.919M,536.483M,1.3209,30.3156,4.7793
Th,7/22/21,4367.48,457.946M,539.638M,1.334,30.0112,4.7313
We,7/21/21,4358.69,558.817M,548.223M,1.3365,29.9508,4.7218
Tu,7/20/21,4323.06,692.84M,541.92M,1.3495,29.7059,4.6832
Mo,7/19/21,4258.49,724.702M,531.362M,1.3694,29.2622,4.6132
,,,,,,,
Fr,7/16/21,4327.16,587.319M,551.105M,1.3476,29.7341,4.6876
Th,7/15/21,4360.03,514.704M,544.544M,1.3374,29.96,4.7232
We,7/14/21,4374.3,526.772M,541.997M,1.3313,30.058,4.7387
Tu,7/13/21,4369.21,447.201M,541.422M,1.331,30.023,4.7332
Mo,7/12/21,4384.63,480.702M,550.65M,1.3263,30.129,4.7499
,,,,,,,
Fr,7/9/21,4369.55,517.859M,625.457M,1.3327,30.0254,4.7335
Th,7/8/21,4320.82,562.095M,637.107M,1.3477,29.6905,4.6808
We,7/7/21,4358.13,518.731M,640.181M,1.3355,29.9469,4.7212
Tu,7/6/21,4343.54,579.836M,638.667M,1.34,29.8467,4.7054
Mo,7/5/21,,,,,29.9071,4.7149
,,,,,,,
Fr,7/2/21,4352.34,433.797M,633.519M,1.3369,29.9071,4.7149
Th,7/1/21,4319.94,491.253M,635.696M,1.3466,29.6845,4.6798
We,6/30/21,4297.5,586.724M,637.219M,1.3537,29.5303,4.6555
Tu,6/29/21,4291.8,464.267M,630.789M,1.3554,29.4911,4.6493
