Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
Tu,9/17/19,3005.7,478.756M,502.778M,1.9029,19.4247,3.4491
Mo,9/16/19,2997.96,503.096M,501.788M,1.9078,19.3747,3.4397
,,,,,,,
Fr,9/13/19,3007.39,491.998M,514.956M,1.9016,19.4356,3.4505
Th,9/12/19,3009.57,556.338M,510.852M,1.902,19.4496,3.453
We,9/11/19,3000.93,523.074M,500.385M,1.906,19.3716,3.4449
Tu,9/10/19,2979.39,575.49M,495.611M,1.9197,19.2326,3.4173
Mo,9/9/19,2978.43,537.167M,490.417M,1.9193,19.2264,3.4162
,,,,,,,
Fr,9/6/19,2978.71,445.307M,494.046M,1.919,19.2281,3.4165
Th,9/5/19,2976,535.53M,503.364M,1.9204,19.2107,3.4069
We,9/4/19,2937.78,449.779M,513.837M,1.9434,18.9635,3.3631
Tu,9/3/19,2906.27,489.524M,521.413M,1.9629,18.7601,3.3257
Mo,9/2/19,,,,,18.8889,3.3474
,,,,,,,
Fr,8/30/19,2926.46,532.981M,515.385M,1.9485,18.889,3.3474
Th,8/29/19,2924.58,421.203M,513.219M,1.9483,18.8726,3.3355
We,8/28/19,2887.94,442.744M,528.716M,1.9699,18.6245,3.2908
Tu,8/27/19,2869.16,558.676M,541.408M,1.9825,18.5023,3.2718
Mo,8/26/19,2878.38,463.913M,543.426M,1.9759,18.559,3.2811
,,,,,,,
Fr,8/23/19,2847.11,700.62M,563.589M,1.9968,18.3573,3.2448
Th,8/22/19,2922.95,430.435M,555.573M,1.9449,18.8482,3.3325
We,8/21/19,2924.43,399.34M,571.917M,1.9442,18.8503,3.3332
Tu,8/20/19,2900.51,451.46M,599.85M,1.96,18.6993,3.3061
Mo,8/19/19,2923.65,497.585M,599.426M,1.9446,18.8485,3.3379
,,,,,,,
Fr,8/16/19,2888.68,591.598M,595.573M,1.9676,18.6233,3.2974
Th,8/15/19,2847.6,585.071M,587.284M,1.995,18.3578,3.258
We,8/14/19,2840.6,692.632M,583.946M,1.9922,18.3102,3.2537
Tu,8/13/19,2926.32,563.421M,571.853M,1.9315,18.8391,3.3562
Mo,8/12/19,2883.75,399.102M,563.8M,1.9597,18.5617,3.3075
,,,,,,,
Fr,8/9/19,2918.65,500.491M,567.511M,1.9354,18.7866,3.348
Th,8/8/19,2938.09,653.657M,570.294M,1.9209,18.9038,3.3594
We,8/7/19,2883.98,633.123M,557.561M,1.9541,18.5448,3.2605
Tu,8/6/19,2881.77,588.942M,545.377M,1.9555,18.5202,3.2084
Mo,8/5/19,2844.74,766.359M,534.767M,1.9806,18.4875,3.3161
,,,,,,,
Fr,8/2/19,2932.05,580.376M,513.229M,1.9213,19.0551,3.4179
Th,8/1/19,2953.56,675.595M,502.712M,1.9074,19.1949,3.443
We,7/31/19,2980.38,818.336M,486.579M,1.891,19.3692,3.4743
Tu,7/30/19,3013.18,445.105M,460.583M,1.8702,19.5823,3.5125
Mo,7/29/19,3020.97,439.792M,459.62M,1.8674,19.6327,3.5216
,,,,,,,
Fr,7/26/19,3025.86,467.252M,459.594M,1.8645,19.6645,3.5273
Th,7/25/19,3003.67,535.005M,452.283M,1.8782,19.5203,3.5014
We,7/24/19,3019.56,511.237M,438.406M,1.8682,19.6235,3.5199
Tu,7/23/19,3005.47,442.633M,433.313M,1.8768,19.532,3.5035
Mo,7/22/19,2985.03,454.754M,438.962M,1.8894,19.3991,3.4797
,,,,,,,
Fr,7/19/19,2976.61,542.236M,484.19M,1.8951,19.3445,3.4699
Th,7/18/19,2995.11,462.67M,477.505M,1.8829,19.4647,3.4914
We,7/17/19,2984.42,450.36M,483.558M,1.8889,19.3952,3.479
Tu,7/16/19,3004.04,429.795M,489.868M,1.8765,19.5227,3.5018
Mo,7/15/19,3014.3,443.284M,494.502M,1.8694,19.5894,3.5138
,,,,,,,
Fr,7/12/19,3013.77,422.619M,559.864M,1.8691,19.5859,3.5132
Th,7/11/19,2999.91,433.61M,570.141M,1.8768,19.4958,3.497
We,7/10/19,2993.07,428.395M,576.392M,1.881,19.4514,3.489
Tu,7/9/19,2979.63,430.66M,582.123M,1.8894,19.3642,3.4734
Mo,7/8/19,2975.95,439.399M,581.843M,1.891,19.3403,3.4691
,,,,,,,
Fr,7/5/19,2990.41,357.589M,581.48M,1.8815,19.4342,3.4859
Th,7/4/19,,,,,19.4694,3.4923
We,7/3/19,2995.82,326.857M,586.887M,1.8775,19.4694,3.4923
Tu,7/2/19,2973.01,434.838M,592.477M,1.888,19.3231,3.4657
Mo,7/1/19,2964.33,527.363M,602.116M,1.8931,19.2666,3.4555
,,,,,,,
Fr,6/28/19,2941.76,1.133B,599.238M,1.9082,19.1199,3.4292
Th,6/27/19,2924.92,441.949M,555.948M,1.9229,19.0113,3.4057
We,6/26/19,2913.78,553.477M,562.42M,1.9285,18.9388,3.3927
Tu,6/25/19,2917.38,545.011M,561.819M,1.9261,18.9622,3.3969
Mo,6/24/19,2945.35,499.306M,565.351M,1.9078,19.1441,3.4295
,,,,,,,
Fr,6/21/19,2950.46,1.424B,577.394M,1.9045,19.1773,3.4354
Th,6/20/19,2954.18,576.776M,521.887M,1.9006,19.202,3.4398
We,6/19/19,2926.46,527.372M,510.857M,1.9186,19.0218,3.4117
Tu,6/18/19,2917.75,514.367M,511.646M,1.9243,18.9652,3.4016
Mo,6/17/19,2889.67,426.464M,540.551M,1.9427,18.7824,3.3688
,,,,,,,
Fr,6/14/19,2886.98,433.948M,538.779M,1.9442,18.7649,3.3657
Th,6/13/19,2891.64,438.699M,548.329M,1.9393,18.7952,3.3711
We,6/12/19,2879.84,410.705M,547.925M,1.9445,18.6941,3.3551
Tu,6/11/19,2885.72,579.421M,552.274M,1.9414,18.7323,3.3591
Mo,6/10/19,2886.73,484.196M,547.659M,1.941,18.7392,3.3602
,,,,,,,
Fr,6/7/19,2873.34,483.825M,553.122M,1.9499,18.6522,3.3416
Th,6/6/19,2843.49,539.033M,554.353M,1.9697,18.4587,3.3031
We,6/5/19,2826.15,544.464M,550.829M,1.9791,18.3435,3.2828
Tu,6/4/19,2803.27,597.989M,549.387M,1.9932,18.1953,3.2528
Mo,6/3/19,2744.45,679.952M,552.108M,2.036,17.8091,3.184
,,,,,,,
Fr,5/31/19,2752.06,591.092M,542.098M,2.0303,17.8585,3.1928
Th,5/30/19,2788.86,411.329M,538.996M,2.0029,18.0939,3.2276
We,5/29/19,2783.02,539.211M,546.625M,2.0042,18.0559,3.2193
Tu,5/28/19,2802.39,947.942M,552.869M,1.9901,18.1815,3.2452
Mo,5/27/19,,,,,18.3351,3.2726
,,,,,,,
Fr,5/24/19,2826.06,399.877M,522.982M,1.9733,18.3351,3.2726
Th,5/23/19,2822.24,577.204M,529.635M,1.9748,18.3107,3.2696
We,5/22/19,2856.27,432.635M,526.667M,1.9505,18.5043,3.3088
Tu,5/21/19,2864.36,475.932M,535.581M,1.9449,18.5551,3.318
Mo,5/20/19,2840.23,510.202M,548.921M,1.9612,18.4,3.2945
,,,,,,,
Fr,5/17/19,2859.53,566.147M,546.735M,1.9479,18.525,3.3169
Th,5/16/19,2876.32,502.29M,545.085M,1.9354,18.6334,3.344
We,5/15/19,2850.96,486.172M,547.474M,1.9505,18.4698,3.3176
Tu,5/14/19,2834.41,522.835M,550.189M,1.96,18.3586,3.2987
Mo,5/13/19,2811.87,638.799M,551.128M,1.9747,18.2064,3.2728
,,,,,,,
Fr,5/10/19,2881.4,529.804M,538.468M,1.9271,18.6567,3.3536
Th,5/9/19,2870.72,544.56M,543.716M,1.9322,18.5877,3.3193
We,5/8/19,2879.42,525.766M,546.596M,1.9234,18.6296,3.3002
Tu,5/7/19,2884.05,632.873M,544.591M,1.92,18.7195,3.443
Mo,5/6/19,2932.47,499.64M,532.922M,1.8883,19.0337,3.5008
,,,,,,,
Fr,5/3/19,2945.64,499.666M,533.29M,1.8794,19.1192,3.5165
Th,5/2/19,2917.52,532.681M,527.71M,1.8955,18.9367,3.4829
We,5/1/19,2923.73,566.351M,518.94M,1.8935,18.977,3.4904
Tu,4/30/19,2945.83,676.027M,511.066M,1.8792,19.1208,3.5167
Mo,4/29/19,2943.03,477.409M,497.226M,1.8807,19.1027,3.5134
,,,,,,,
Fr,4/26/19,2939.88,541.398M,496.883M,1.882,19.0822,3.5096
Th,4/25/19,2926.17,538.126M,490.421M,1.8905,18.9932,3.4932
We,4/24/19,2927.25,526.906M,494.406M,1.8898,19.0002,3.4945
Tu,4/23/19,2933.68,536.918M,490.833M,1.8856,19.042,3.5022
Mo,4/22/19,2907.97,448.891M,490.291M,1.902,18.8751,3.4715
,,,,,,,
Fr,4/19/19,,,,,18.856,3.468
Th,4/18/19,2905.03,608.524M,505.054M,1.9039,18.856,3.468
We,4/17/19,2900.45,587.761M,494.719M,1.9058,18.8263,3.4625
Tu,4/16/19,2907.06,495.695M,489.822M,1.9011,18.8692,3.4704
Mo,4/15/19,2905.58,457.842M,492.12M,1.9001,18.8596,3.4687
,,,,,,,
Fr,4/12/19,2907.41,505.163M,495.196M,1.8985,18.8714,3.4709
Th,4/11/19,2888.32,415.963M,505.688M,1.91,18.7475,3.4481
We,4/10/19,2888.21,401.128M,518.739M,1.91,18.7468,3.4479
Tu,4/9/19,2878.2,448.237M,533.622M,1.9155,18.6819,3.436
Mo,4/8/19,2895.77,468.429M,549.272M,1.903,18.7959,3.457
,,,,,,,
Fr,4/5/19,2892.74,472.262M,558.643M,1.9046,18.7762,3.4534
Th,4/4/19,2879.39,444.466M,650.051M,1.9134,18.6896,3.4374
We,4/3/19,2873.4,597.905M,661.187M,1.9184,18.6507,3.4303
Tu,4/2/19,2867.24,473.309M,662.474M,1.9222,18.6107,3.4229
Mo,4/1/19,2867.19,528.797M,667.311M,1.9218,18.6117,3.4229
,,,,,,,
Fr,3/29/19,2834.4,670.335M,668.092M,1.9442,18.3989,3.3837
Th,3/28/19,2815.44,453.489M,658.787M,1.9578,18.2758,3.3611
We,3/27/19,2805.37,514.309M,668.375M,1.9665,18.2105,3.3491
Tu,3/26/19,2818.46,530.16M,669.346M,1.9573,18.2959,3.3648
Mo,3/25/19,2798.36,503.99M,672.405M,1.9713,18.1655,3.3408
,,,,,,,
Fr,3/22/19,2800.71,662.539M,679.764M,1.9692,18.1807,3.3436
Th,3/21/19,2854.88,611.735M,675.09M,1.9308,18.5305,3.4081
We,3/20/19,2824.23,624.364M,685.869M,1.9514,18.3315,3.3716
Tu,3/19/19,2832.57,682.995M,678.131M,1.9417,18.3857,3.3815
Mo,3/18/19,2832.94,608.985M,669.376M,1.9416,18.3882,3.382
,,,,,,,
Fr,3/15/19,2822.48,1.843B,667.47M,1.9496,18.2921,3.3695
Th,3/14/19,2808.48,611.507M,580.4M,1.959,18.2014,3.3528
We,3/13/19,2810.92,617.203M,573.545M,1.9545,18.1989,3.3539
Tu,3/12/19,2791.52,545.869M,570.142M,1.9665,18.0734,3.3307
Mo,3/11/19,2783.3,540.517M,568.816M,1.9718,18.0202,3.3209
,,,,,,,
Fr,3/8/19,2743.07,530.755M,579.042M,2.0019,17.7597,3.2729
Th,3/7/19,2748.93,597.31M,578.798M,2.0009,17.7976,3.2799
We,3/6/19,2771.45,528.878M,574.699M,1.9834,17.9407,3.3066
Tu,3/5/19,2789.65,576.038M,579.272M,1.9701,18.0584,3.3246
Mo,3/4/19,2792.81,614.372M,576.293M,1.9676,18.0794,3.3287
,,,,,,,
Fr,3/1/19,2803.69,592.429M,572.508M,1.9595,18.1309,3.3425
Th,2/28/19,2784.49,773.425M,574.744M,1.9726,18.0011,3.3195
We,2/27/19,2792.38,508.289M,558.897M,1.9627,18.0432,3.3232
Tu,2/26/19,2793.9,551.676M,563.779M,1.9605,18.0495,3.3167
Mo,2/25/19,2796.11,580.395M,563.131M,1.9589,18.0673,3.3135
,,,,,,,
Fr,2/22/19,2792.67,537.342M,567.257M,1.9603,18.1048,3.3057
Th,2/21/19,2774.88,508.677M,599.752M,1.9725,18.0029,3.2804
We,2/20/19,2784.7,566.167M,606.954M,1.9641,18.0512,3.2817
Tu,2/19/19,2779.76,525.967M,603.861M,1.9657,18.5571,3.3295
Mo,2/18/19,,,,,18.5293,3.3245
,,,,,,,
Fr,2/15/19,2775.6,693.907M,607.514M,1.9681,18.5293,3.3245
Th,2/14/19,2745.73,527.103M,603.872M,1.9887,18.3299,3.2887
We,2/13/19,2753.03,535.816M,610.578M,1.9807,18.3786,3.2975
Tu,2/12/19,2744.73,597.474M,613.129M,1.9857,18.3232,3.2875
Mo,2/11/19,2709.8,531.361M,622.469M,2.0109,18.09,3.2457
,,,,,,,
Fr,2/8/19,2707.88,557.588M,639.36M,2.0118,18.0772,3.2434
Th,2/7/19,2706.05,625.97M,643.899M,2.01,18.065,3.2412
We,2/6/19,2731.61,535.719M,642.717M,1.9899,18.2356,3.2718
Tu,2/5/19,2737.7,581.522M,646.836M,1.9847,18.2763,3.2791
Mo,2/4/19,2724.87,541.959M,648.141M,1.9941,18.1907,3.2637
,,,,,,,
Fr,2/1/19,2706.53,642.281M,648.231M,2.0075,18.0693,3.2418
Th,1/31/19,2704.1,1.025B,647.106M,2.004,18.053,3.2389
We,1/30/19,2681.05,616.716M,620.752M,2.0191,17.8992,3.2113
Tu,1/29/19,2640,519.764M,623.805M,2.0486,17.6251,3.1621
Mo,1/28/19,2643.85,580.762M,635.303M,2.0477,17.6508,3.1667
,,,,,,,
Fr,1/25/19,2664.76,639.279M,648.24M,2.0316,17.7904,3.1917
Th,1/24/19,2642.33,627.7M,656.485M,2.0485,17.6407,3.1648
We,1/23/19,2638.7,574.078M,657.144M,2.0514,17.6164,3.1605
Tu,1/22/19,2632.9,737.565M,660.698M,2.0559,17.5779,3.1535
Mo,1/21/19,,,,,17.8303,3.1988
,,,,,,,
Fr,1/18/19,2670.71,784.727M,651.535M,2.0264,17.8303,3.1988
Th,1/17/19,2635.96,625.678M,649.548M,2.0534,17.5984,3.1572
We,1/16/19,2616.1,608.248M,660.224M,2.0685,17.4658,3.1334
Tu,1/15/19,2610.3,597.494M,652.484M,2.0725,17.4271,3.1265
Mo,1/14/19,2582.61,601.101M,764.961M,2.0948,17.2422,3.0933
,,,,,,,
Fr,1/11/19,2596.26,543.312M,794.693M,2.0805,17.3333,3.1097
Th,1/10/19,2596.64,625.406M,820.64M,2.0802,17.3359,3.1101
We,1/9/19,2584.96,629.452M,829.873M,2.0896,17.2579,3.0961
Tu,1/8/19,2574.41,662.517M,842.516M,2.0973,17.1875,3.0835
Mo,1/7/19,2549.69,692.226M,845.377M,2.1173,17.0225,3.0539
,,,,,,,
Fr,1/4/19,2531.94,774.811M,840.628M,2.1321,16.904,3.0326
Th,1/3/19,2447.89,762.962M,833.749M,2.2053,16.3428,2.932
We,1/2/19,2510.03,637.584M,822.899M,2.1456,16.7577,3.0064
Tu,1/1/19,,,,,16.7365,3.0026
Mo,12/31/18,2506.85,627.381M,826.052M,2.1485,16.7365,3.0026
,,,,,,,
Fr,12/28/18,2485.74,600.119M,833.149M,2.1654,16.5955,2.9773
Th,12/27/18,2488.83,754.928M,854.166M,2.1605,16.6162,2.981
We,12/26/18,2467.7,785.822M,860.574M,2.1815,16.4751,2.9557
Tu,12/25/18,,,,,15.6966,2.816
Mo,12/24/18,2351.1,492.144M,857.826M,2.2894,15.6966,2.816
,,,,,,,
Fr,12/21/18,2416.62,2.285B,900.093M,2.2232,16.1341,2.8945
Th,12/20/18,2467.42,1.047B,782.693M,2.1775,16.4732,2.9553
We,12/19/18,2506.96,932.514M,757.343M,2.1431,16.7372,3.0027
Tu,12/18/18,2546.16,763.897M,731.906M,2.1139,16.9989,3.0497
Mo,12/17/18,2545.94,819.098M,721.579M,2.1123,16.9986,3.0461
,,,,,,,
Fr,12/14/18,2599.95,705.44M,686.399M,2.0679,17.3597,3.1108
Th,12/13/18,2650.54,620.984M,676.219M,2.0272,17.6975,3.1713
We,12/12/18,2651.07,671.627M,685.538M,2.0237,17.701,3.1719
Tu,12/11/18,2636.78,600.209M,686.689M,2.0345,17.6248,3.1535
Mo,12/10/18,2637.72,684.878M,702.554M,2.0329,17.631,3.1533
,,,,,,,
Fr,12/7/18,2633.08,733.846M,703.251M,2.0363,17.6001,3.1451
Th,12/6/18,2695.95,915.373M,701.28M,1.9883,18.0186,3.2135
We,12/5/18,,,,,18.0784,3.2237
Tu,12/4/18,2700.06,851.039M,680.941M,1.9815,18.0758,3.2242
Mo,12/3/18,2790.37,744.605M,666.21M,1.9166,18.6752,3.3294
,,,,,,,
Fr,11/30/18,2760.17,1.126B,660.566M,1.9335,18.4733,3.2934
Th,11/29/18,2737.76,523.646M,623.585M,1.9485,18.3233,3.2658
We,11/28/18,2743.79,666.84M,629.622M,1.9421,18.3658,3.2738
Tu,11/27/18,2682.17,550.959M,621.767M,1.9858,17.9525,3.2002
Mo,11/26/18,2673.45,608.989M,624.994M,1.9922,17.8888,3.1922
,,,,,,,
Fr,11/23/18,2632.56,291.401M,633.897M,2.0221,17.6147,3.1494
Th,11/22/18,,,,,17.7309,3.1702
We,11/21/18,2649.93,552.735M,661.159M,2.0084,17.7309,3.1702
Tu,11/20/18,2641.89,760.764M,685.03M,2.0133,17.6758,3.158
Mo,11/19/18,2690.73,688.894M,693.526M,1.976,17.9994,3.2036
,,,,,,,
Fr,11/16/18,2736.27,838.188M,699.484M,1.9438,18.302,3.2552
Th,11/15/18,2730.2,695.33M,701.612M,1.9475,18.2614,3.248
We,11/14/18,2701.58,704.285M,706.454M,1.9658,18.0693,3.2125
Tu,11/13/18,2722.18,610.281M,713.862M,1.9485,18.2066,3.2613
Mo,11/12/18,2726.22,630.07M,719.514M,1.9451,18.2376,3.2674
,,,,,,,
Fr,11/9/18,2781.01,659.956M,714.318M,1.9068,18.6041,3.333
Th,11/8/18,2806.83,571.44M,717.668M,1.8883,18.7748,3.3345
We,11/7/18,2813.89,614.189M,718.515M,1.8781,18.8055,3.3222
Tu,11/6/18,2755.45,549.022M,714.847M,1.9179,19.6312,3.3303
Mo,11/5/18,2738.31,599.36M,714.609M,1.9315,19.5091,3.3096
,,,,,,,
Fr,11/2/18,2723.06,742.531M,711.621M,1.942,19.4004,3.2911
Th,11/1/18,2740.37,700.345M,710.56M,1.9279,19.5238,3.3121
We,10/31/18,2711.74,910.799M,722.922M,1.9479,19.3198,3.2775
Tu,10/30/18,2682.63,888.192M,714.067M,1.9687,19.1123,3.2423
Mo,10/29/18,2641.25,778.264M,690.517M,1.9973,18.8175,3.1923
,,,,,,,
Fr,10/26/18,2658.69,870.121M,675.045M,1.9839,18.9417,3.2134
Th,10/25/18,2705.57,767.958M,654.669M,1.9494,19.2757,3.2724
We,10/24/18,2656.1,815.395M,639.307M,1.9857,18.9233,3.2125
Tu,10/23/18,2740.69,695.059M,622.102M,1.9244,19.526,3.3147
Mo,10/22/18,2755.88,552.132M,611.562M,1.9135,19.6342,3.333
,,,,,,,
Fr,10/19/18,2767.78,710.204M,610.983M,1.9053,19.719,3.3474
Th,10/18/18,2768.78,584.156M,607.093M,1.9044,19.7263,3.3486
We,10/17/18,2809.21,559.162M,601.233M,1.8767,20.0143,3.3975
Tu,10/16/18,2809.92,545.449M,602.118M,1.8759,20.0194,3.3984
Mo,10/15/18,2750.79,554.541M,603.061M,1.9157,19.5981,3.3269
,,,,,,,
Fr,10/12/18,2767.13,726.621M,604.682M,1.9043,19.7145,3.3466
Th,10/11/18,2728.37,885.777M,686.312M,1.9286,19.4384,3.2998
We,10/10/18,2785.68,777.966M,664.364M,1.8894,19.8467,3.3691
Tu,10/9/18,2880.34,534.943M,646.624M,1.8272,20.5211,3.4836
Mo,10/8/18,2884.43,546.183M,643.749M,1.8238,20.5502,3.4885
,,,,,,,
Fr,10/5/18,2885.57,564.483M,640.109M,1.8231,20.5584,3.4899
Th,10/4/18,2901.61,537.54M,634.133M,1.8129,20.6726,3.5093
We,10/3/18,2925.51,557.312M,633.92M,1.7936,20.8429,3.5382
Tu,10/2/18,2923.43,536.96M,631.868M,1.7949,20.8281,3.5357
Mo,10/1/18,2924.59,543.445M,627.801M,1.7935,20.8364,3.5371
,,,,,,,
Fr,9/28/18,2913.98,651.863M,624.134M,1.7998,20.7608,3.5242
Th,9/27/18,2914,496.256M,615.302M,1.7995,20.7609,3.5243
We,9/26/18,2905.97,572.438M,617.668M,1.8021,20.7037,3.5146
Tu,9/25/18,2915.56,559.592M,620.266M,1.7961,20.772,3.5262
Mo,9/24/18,2919.37,578.856M,617.75M,1.7933,20.7959,3.527
,,,,,,,
Fr,9/21/18,2929.67,1.951B,617.98M,1.7884,20.8693,3.5394
Th,9/20/18,2930.75,556.556M,515.487M,1.7877,20.877,3.5407
We,9/19/18,2907.95,511.856M,507.952M,1.8014,20.7146,3.5132
Tu,9/18/18,2904.31,491.83M,503.163M,1.8036,20.6886,3.5088
Mo,9/17/18,2888.8,491.583M,505.68M,1.8121,20.5817,3.49
,,,,,,,
Fr,9/14/18,2904.98,474.83M,501.295M,1.8027,20.697,3.5096
Th,9/13/18,2904.18,534.354M,497.809M,1.8068,20.6913,3.5086
We,9/12/18,2888.92,526.534M,486.668M,1.8132,20.5823,3.4942
Tu,9/11/18,2887.89,475.957M,483.712M,1.8135,20.575,3.49
Mo,9/10/18,2877.13,488.437M,479.906M,1.8191,20.4983,3.477
,,,,,,,
Fr,9/7/18,2871.68,519.383M,482.858M,1.8229,20.4594,3.469
Th,9/6/18,2878.05,531.748M,480.36M,1.8186,20.5048,3.4701
We,9/5/18,2888.6,611.399M,480.077M,1.8082,20.5596,3.4644
Tu,9/4/18,2896.72,521.853M,467.868M,1.8076,20.6174,3.4741
Mo,9/3/18,,,,,20.6516,3.4799
,,,,,,,
Fr,8/31/18,2901.52,582.307M,464.083M,1.8041,20.6516,3.4799
Th,8/30/18,2901.13,413.676M,457.729M,1.803,20.6473,3.4741
We,8/29/18,2914.04,443.529M,457.102M,1.794,20.739,3.4883
Tu,8/28/18,2897.52,440.029M,453.641M,1.8032,20.6187,3.4734
Mo,8/27/18,2896.74,529.574M,454.681M,1.8059,20.6143,3.4745
,,,,,,,
Fr,8/24/18,2874.69,425.807M,449.074M,1.8186,20.4574,3.4441
Th,8/23/18,2856.98,422.54M,452.153M,1.8297,20.3309,3.4243
We,8/22/18,2861.82,367.247M,457.901M,1.8259,20.3627,3.4292
Tu,8/21/18,2862.96,482.189M,470.317M,1.8243,20.377,3.43
Mo,8/20/18,2857.05,418.866M,486.37M,1.8276,20.3262,3.4291
,,,,,,,
Fr,8/17/18,2850.13,532.721M,493.988M,1.8313,20.2772,3.4209
Th,8/16/18,2840.69,481.918M,495.307M,1.8368,20.209,3.4168
We,8/15/18,2818.37,527.499M,505.396M,1.8494,20.0512,3.3924
Tu,8/14/18,2839.96,428.267M,508.527M,1.8337,20.1794,3.445
Mo,8/13/18,2821.93,465.079M,514.979M,1.8449,20.0562,3.4243
,,,,,,,
Fr,8/10/18,2833.28,486.996M,514.914M,1.8363,20.1404,3.4381
Th,8/9/18,2853.58,404.265M,522.08M,1.8203,20.2851,3.4627
We,8/8/18,2857.7,391.622M,528.955M,1.8151,20.2999,3.4492
Tu,8/7/18,2858.45,455.622M,535.174M,1.814,20.296,3.434
Mo,8/6/18,2850.4,445.464M,536.784M,1.8191,20.2177,3.4036
,,,,,,,
Fr,8/3/18,2840.35,472.003M,540.311M,1.8248,20.1332,3.3829
Th,8/2/18,2827.22,508.76M,539.215M,1.8311,20.0206,3.3161
We,8/1/18,2813.36,553.484M,538.332M,1.8395,21.0223,3.4108
Tu,7/31/18,2816.29,722.981M,532.452M,1.8387,21.0442,3.4143
Mo,7/30/18,2802.6,533.145M,514.526M,1.8473,20.9419,3.3977
,,,,,,,
Fr,7/27/18,2818.82,552.499M,511.414M,1.835,21.0631,3.4174
Th,7/26/18,2837.44,633.26M,505.565M,1.823,21.2022,3.44
We,7/25/18,2846.07,574.459M,497.763M,1.8174,21.2667,3.4504
Tu,7/24/18,2820.4,525.044M,481.868M,1.8339,21.0749,3.4193
Mo,7/23/18,2806.98,464.099M,480.163M,1.8423,20.9746,3.403
,,,,,,,
Fr,7/20/18,2801.83,594.491M,494.912M,1.8457,20.9361,3.3968
Th,7/19/18,2804.49,507.387M,491.237M,1.8443,20.956,3.4
We,7/18/18,2815.62,484.912M,496.662M,1.8366,21.0392,3.4135
Tu,7/17/18,2809.55,479.778M,503.407M,1.8405,20.9938,3.4061
Mo,7/16/18,2798.43,498.362M,515.593M,1.8478,20.9107,3.3927
,,,,,,,
Fr,7/13/18,2801.31,455.567M,555.026M,1.8454,20.9322,3.3962
Th,7/12/18,2798.29,495.511M,560.924M,1.8474,20.9097,3.3925
We,7/11/18,2774.02,465.279M,564.494M,1.8611,20.7283,3.3631
Tu,7/10/18,2793.84,454.091M,576.456M,1.8479,20.8764,3.3871
Mo,7/9/18,2784.17,486.477M,584.708M,1.8541,20.8042,3.3754
,,,,,,,
Fr,7/6/18,2759.82,464.757M,661.873M,1.87,20.6222,3.3459
Th,7/5/18,2736.61,516.238M,673.382M,1.8853,20.4488,3.3177
We,7/4/18,,,,,20.274,3.2894
Tu,7/3/18,2713.22,336.034M,683.33M,1.9308,20.274,3.2894
Mo,7/2/18,2726.71,499.464M,697.153M,1.9212,20.3748,3.3057
,,,,,,,
Fr,6/29/18,2718.37,685.34M,697.888M,1.928,20.3125,3.2956
Th,6/28/18,2716.31,539.355M,686.27M,1.9289,20.2971,3.2896
We,6/27/18,2699.63,588.772M,687.367M,1.9397,20.1723,3.2693
Tu,6/26/18,2723.06,586.084M,687.799M,1.923,20.3474,3.2977
Mo,6/25/18,2717.07,662.57M,685.271M,1.9272,20.3026,3.2905
,,,,,,,
Fr,6/22/18,2754.88,1.09B,676.465M,1.901,20.5851,3.3363
Th,6/21/18,2749.76,544.045M,639.205M,1.9043,20.5466,3.3301
We,6/20/18,2767.32,549.065M,670.523M,1.8915,20.6792,3.3549
Tu,6/19/18,2762.59,644.709M,669.715M,1.8888,20.6439,3.3491
Mo,6/18/18,2773.75,577.862M,669.28M,1.8799,20.7273,3.3627
,,,,,,,
Fr,6/15/18,2779.66,1.644B,660.447M,1.8753,20.7713,3.3698
Th,6/14/18,2782.49,637.382M,585.278M,1.8768,20.7923,3.3733
We,6/13/18,2775.63,665.466M,579.071M,1.8791,20.756,3.3649
Tu,6/12/18,2786.85,543.375M,568.265M,1.8711,20.8399,3.3771
Mo,6/11/18,2782,510.492M,563.756M,1.8736,20.8047,3.3713
,,,,,,,
Fr,6/8/18,2779.03,511.06M,567.999M,1.8755,20.7825,3.3649
Th,6/7/18,2770.37,555.821M,564.538M,1.8811,20.7184,3.3492
We,6/6/18,2772.35,595.241M,560.02M,1.8802,20.7264,3.3578
Tu,6/5/18,2748.8,548.169M,556.988M,1.8961,20.55,3.3279
Mo,6/4/18,2746.87,530.475M,554.184M,1.8965,20.5493,3.326
,,,,,,,
Fr,6/1/18,2734.62,530.952M,552.254M,1.9045,20.4577,3.3113
Th,5/31/18,2705.27,1.014B,548.917M,1.9244,20.239,3.2715
We,5/30/18,2724.01,536.948M,517.266M,1.9087,20.379,3.2919
Tu,5/29/18,2689.86,638.177M,519.619M,1.9318,20.1244,3.2535
Mo,5/28/18,,,,,20.3576,3.2919
,,,,,,,
Fr,5/25/18,2721.33,445.367M,510.643M,1.9092,20.3576,3.2919
Th,5/24/18,2727.76,516.422M,514.799M,1.9037,20.4068,3.301
We,5/23/18,2733.29,544.285M,520.33M,1.8995,20.4061,3.3068
Tu,5/22/18,2724.44,503.365M,524.682M,1.9051,20.3358,3.2954
Mo,5/21/18,2733.01,475.744M,528.306M,1.8988,20.405,3.2764
,,,,,,,
Fr,5/18/18,2712.97,574.145M,542.899M,1.9123,20.2554,3.2524
