Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
Th,10/27/22,11191.63,345.056M,287.751M,0.9844,22.3839,5.8782
We,10/26/22,11405.9,333.145M,279.714M,0.9655,22.8125,5.9908
Tu,10/25/22,11669.99,277.192M,272.212M,0.9435,23.3406,6.1295
Mo,10/24/22,11430.26,280.999M,272.6M,0.9633,22.8612,6.0036
,,,,,,,
Fr,10/21/22,11310.33,324.168M,273.281M,0.9735,22.6213,5.9406
Th,10/20/22,11046.71,241.639M,273.851M,0.9967,22.094,5.8021
We,10/19/22,11103.38,224.405M,276.836M,0.9916,22.2074,5.8319
Tu,10/18/22,11147.74,246.863M,280.973M,0.9877,22.2963,5.8552
Mo,10/17/22,11062.53,293.662M,281.263M,0.9953,22.1259,5.8104
,,,,,,,
Fr,10/14/22,10692.06,299.636M,278.951M,1.0298,21.3849,5.6159
Th,10/13/22,11033.58,355.278M,277.335M,0.9979,22.0679,5.7952
We,10/12/22,10785.62,234.973M,270.629M,1.0208,21.572,5.665
Tu,10/11/22,10791.35,285.923M,272.555M,1.0203,21.5835,5.668
Mo,10/10/22,10926.97,247.802M,268.433M,1.0076,21.8547,5.7392
,,,,,,,
Fr,10/7/22,11039.47,325.525M,267.355M,0.9974,22.0797,5.7983
Th,10/6/22,11485.5,224.501M,294.233M,0.9585,22.9718,6.0326
We,10/5/22,11573.18,220.62M,298.103M,0.9509,23.1472,6.0786
Tu,10/4/22,11582.54,283.006M,301.622M,0.9502,23.1659,6.0836
Mo,10/3/22,11229.73,291.216M,306.893M,0.9788,22.4603,5.8983
,,,,,,,
Fr,9/30/22,10971.22,332.723M,302.556M,1.0018,21.9416,5.7625
Th,9/29/22,11164.78,286.409M,295.619M,0.9845,22.3288,5.8641
We,9/28/22,11493.83,286.455M,291.943M,0.9554,22.9868,6.037
Tu,9/27/22,11271.75,251.222M,288.68M,0.9742,22.5427,5.9203
Mo,9/26/22,11254.11,258.972M,288.243M,0.9758,22.5081,5.9111
,,,,,,,
Fr,9/23/22,11311.24,275.408M,287.593M,0.9711,22.6224,5.9411
Th,9/22/22,11501.65,254.674M,287.741M,0.955,23.0032,6.0411
We,9/21/22,11637.79,263.874M,291.83M,0.9438,23.2836,6.1098
Tu,9/20/22,11851.54,224.089M,289.743M,0.925,23.7101,6.222
Mo,9/19/22,11953.27,231.634M,289.463M,0.9171,23.9137,6.2754
,,,,,,,
Fr,9/16/22,11861.38,728.689M,294.61M,0.9235,23.7298,6.2272
Th,9/15/22,11927.49,282.556M,259.973M,0.9184,23.8621,6.2619
We,9/14/22,12134.4,273.411M,253.106M,0.9027,24.276,6.3705
Tu,9/13/22,12033.62,362.059M,246.845M,0.9092,24.0744,6.3176
Mo,9/12/22,12739.72,226.165M,237.554M,0.8585,25.4849,6.6883
,,,,,,,
Fr,9/9/22,12588.29,228.665M,239.072M,0.8689,25.1823,6.6089
Th,9/8/22,12321.19,231.281M,236.483M,0.8877,24.648,6.4686
We,9/7/22,12259.39,237.504M,234.226M,0.8918,24.4917,6.4367
Tu,9/6/22,12011.31,244.67M,230.422M,0.9102,23.9963,6.293
Mo,9/5/22,,,,,24.1676,6.3387
,,,,,,,
Fr,9/2/22,12098.44,249.21M,225.205M,0.9035,24.1676,6.3387
Th,9/1/22,12274.63,277.637M,222.546M,0.8905,24.5195,6.431
We,8/31/22,12272.03,316.012M,217.282M,0.8898,24.8542,6.4009
Tu,8/30/22,12342.7,232.558M,213.275M,0.8836,24.9973,6.4378
Mo,8/29/22,12484.32,219.898M,212.106M,0.8734,25.2841,6.5116
,,,,,,,
Fr,8/26/22,12605.17,308.84M,210.956M,0.8647,25.5289,6.5747
Th,8/25/22,13143.58,209.124M,204.71M,0.8293,26.6193,6.8555
We,8/24/22,12917.86,179.554M,205.563M,0.8438,26.1621,6.7378
Tu,8/23/22,12881.79,179.496M,212.596M,0.8459,26.0891,6.719
Mo,8/22/22,12890.54,222.701M,214.996M,0.8453,26.1068,6.7235
,,,,,,,
Fr,8/19/22,13242.9,248.937M,215.251M,0.8228,26.8204,6.9073
Th,8/18/22,13505.99,189.823M,221.338M,0.8068,27.3533,7.0445
We,8/17/22,13470.86,197.425M,225.913M,0.8084,27.2825,7.0262
Tu,8/16/22,13635.21,180.442M,233.09M,0.795,27.6154,7.1119
Mo,8/15/22,13667.18,166.416M,236.477M,0.7931,27.6802,7.1286
,,,,,,,
Fr,8/12/22,13565.87,209.326M,238.075M,0.799,27.475,7.0758
Th,8/11/22,13291.99,198.675M,239.868M,0.815,26.9203,6.9329
We,8/10/22,13378.32,255.904M,241.458M,0.809,27.0951,6.9779
Tu,8/9/22,13008.17,215.022M,240.393M,0.8316,26.3455,6.7849
Mo,8/8/22,13159.16,202.651M,243.889M,0.8219,26.6513,6.8636
,,,,,,,
Fr,8/5/22,13207.69,215.155M,245.801M,0.8189,26.7487,6.8889
Th,8/4/22,13311.04,221.921M,249.063M,0.8118,26.958,6.9428
We,8/3/22,13253.26,285.042M,247.928M,0.8148,26.8409,6.9127
Tu,8/2/22,12901.6,215.502M,242.539M,0.837,26.1287,6.7293
Mo,8/1/22,12940.78,226.527M,242.107M,0.8344,26.208,6.7497
,,,,,,,
Fr,7/29/22,12947.97,340.24M,240.274M,0.834,26.2226,6.7535
Th,7/28/22,12717.87,258.451M,229.289M,0.848,25.7566,6.6335
We,7/27/22,12601.47,305.069M,227.015M,0.8554,25.5208,6.5727
Tu,7/26/22,12086.9,231.245M,220.387M,0.8919,24.4787,6.3044
Mo,7/25/22,12328.41,190.388M,221.428M,0.8742,24.9678,6.4303
,,,,,,,
Fr,7/22/22,12396.47,236.221M,223.656M,0.8694,25.1057,6.4658
Th,7/21/22,12619.41,222.53M,227.459M,0.8541,25.5572,6.5821
We,7/20/22,12439.68,239.934M,225.382M,0.8664,25.1935,6.4884
Tu,7/19/22,12249.42,267.462M,225.71M,0.8799,24.8082,6.3891
Mo,7/18/22,11877.5,231.322M,222.444M,0.9074,24.055,6.1951
,,,,,,,
Fr,7/15/22,11983.62,264.087M,235.572M,0.8994,24.27,6.2505
Th,7/14/22,11768.4,204.899M,233.416M,0.9158,23.8341,6.1382
We,7/13/22,11728.53,204.2M,235.788M,0.919,23.7534,6.1174
Tu,7/12/22,11744.99,209.025M,240.687M,0.9177,23.7867,6.126
Mo,7/11/22,11860.28,199.04M,270.01M,0.9087,24.0202,6.1862
,,,,,,,
Fr,7/8/22,12125.69,175.46M,278.529M,0.8889,24.5577,6.3246
Th,7/7/22,12109.05,224.343M,285.876M,0.8887,24.524,6.3159
We,7/6/22,11852.59,205.644M,286.936M,0.9079,24.0046,6.1821
Tu,7/5/22,11779.9,246.867M,295.977M,0.9135,23.8574,6.1442
Mo,7/4/22,,,,,23.464,6.0429
,,,,,,,
Fr,7/1/22,11585.68,223.804M,298.393M,0.9276,23.464,6.0429
Th,6/30/22,11503.72,293.263M,298.468M,0.9342,23.2981,6.0002
We,6/29/22,11658.26,191.386M,292.022M,0.9218,23.611,6.0808
Tu,6/28/22,11637.77,244.852M,292.056M,0.923,23.5695,6.0701
Mo,6/27/22,12008.24,218.461M,289.062M,0.8945,24.3198,6.2633
,,,,,,,
Fr,6/24/22,12105.85,428.247M,289.098M,0.8873,24.5175,6.3142
Th,6/23/22,11697.68,231.743M,276.422M,0.9183,23.6909,6.1013
We,6/22/22,11527.71,240.493M,274.788M,0.9318,23.3467,6.0127
Tu,6/21/22,11546.76,277.685M,286.672M,0.9303,23.3853,6.0226
Mo,6/20/22,,,,,22.8166,5.8762
,,,,,,,
Fr,6/17/22,11265.99,648.861M,284.688M,0.9533,22.8166,5.8762
Th,6/16/22,11127.57,326.83M,258.315M,0.9652,22.5363,5.804
We,6/15/22,11593.77,285.661M,251.671M,0.9263,23.4805,6.0471
Tu,6/14/22,11311.69,240.24M,248.109M,0.9494,22.9091,5.9
Mo,6/13/22,11288.32,341.266M,247.08M,0.95,22.8612,5.8878
,,,,,,,
Fr,6/10/22,11832.82,283.104M,245.054M,0.9063,23.964,6.1718
Th,6/9/22,12269.78,224.929M,244.579M,0.874,24.8489,6.3997
We,6/8/22,12615.13,196.577M,248.312M,0.8497,25.5414,6.5664
Tu,6/7/22,12711.68,191.888M,250.847M,0.8432,25.7369,6.6014
Mo,6/6/22,12599.63,199.953M,251.284M,0.8507,25.51,6.5432
,,,,,,,
Fr,6/3/22,12548.03,219M,255.9M,0.8541,25.4055,6.5165
Th,6/2/22,12892.89,238.098M,262.968M,0.8312,26.1037,6.6955
We,6/1/22,12548.36,207.234M,267.189M,0.8532,25.3919,6.5151
Tu,5/31/22,12642.1,418.76M,273.599M,0.8462,25.5816,6.5637
Mo,5/30/22,,,,,25.6612,6.5841
,,,,,,,
Fr,5/27/22,12681.42,247.923M,267.061M,0.8432,25.6612,6.5841
Th,5/26/22,12276.79,253.26M,268.892M,0.8706,24.8424,6.2949
We,5/25/22,11943.93,227.177M,273.851M,0.8948,24.308,6.5791
Tu,5/24/22,11769.84,232.231M,277.852M,0.9079,23.9524,6.4832
Mo,5/23/22,12034.28,224.798M,276.341M,0.888,24.4905,6.6289
,,,,,,,
Fr,5/20/22,11835.62,310.872M,278.93M,0.9028,24.0862,6.5195
Th,5/19/22,11875.63,275.989M,279.509M,0.8997,24.1677,6.5415
We,5/18/22,11928.31,280.917M,280.014M,0.8883,24.2749,6.5705
Tu,5/17/22,12564.1,234.606M,278.45M,0.841,25.5687,6.9207
Mo,5/16/22,12243.58,198.446M,280.425M,0.8631,24.9165,6.7442
,,,,,,,
Fr,5/13/22,12387.4,269.192M,283.728M,0.8522,25.2091,6.8234
Th,5/12/22,11945.5,325.018M,282.315M,0.8824,24.3098,6.58
We,5/11/22,11967.56,301.416M,276.1M,0.88,24.3547,6.5922
Tu,5/10/22,12345.86,303.388M,270.525M,0.8527,25.1246,6.8005
Mo,5/9/22,12187.72,320.676M,262.802M,0.8637,24.8028,6.7134
,,,,,,,
Fr,5/6/22,12693.54,275.401M,252.91M,0.8291,25.8322,6.992
Th,5/5/22,12850.55,327.636M,249.426M,0.8172,26.1517,7.0785
We,5/4/22,13535.71,287.195M,240.233M,0.775,27.546,7.4559
Tu,5/3/22,13089.9,209.565M,234.023M,0.8014,26.6388,7.2104
Mo,5/2/22,13075.85,263.639M,234.169M,0.8009,26.6102,7.2026
,,,,,,,
Fr,4/29/22,12854.8,319.547M,228.944M,0.8146,26.1603,7.0809
Th,4/28/22,13456.06,283.569M,220.799M,0.7782,27.3839,7.4121
We,4/27/22,13003.36,257.453M,217.95M,0.8049,26.4632,7.1627
Tu,4/26/22,13009.71,264.234M,214.76M,0.8045,26.4761,7.1662
Mo,4/25/22,13533.22,247.993M,210.884M,0.7733,27.5415,7.4546
,,,,,,,
Fr,4/22/22,13356.87,247.996M,208.709M,0.7835,27.1826,7.3574
Th,4/21/22,13720.45,231.794M,210.994M,0.7627,27.9225,7.5577
We,4/20/22,13998.53,217.793M,209.319M,0.7476,28.4884,7.7109
Tu,4/19/22,14210.26,187.535M,209.51M,0.7364,28.9193,7.8275
Mo,4/18/22,13910.76,172.307M,209.93M,0.7523,28.3098,7.6625
,,,,,,,
Fr,4/15/22,,,,,28.2741,7.6529
Th,4/14/22,13893.21,223.138M,210.885M,0.7532,28.2741,7.6529
We,4/13/22,14217.29,189.737M,210.772M,0.7361,28.9336,7.8314
Tu,4/12/22,13940.24,194.048M,213.263M,0.7507,28.3698,7.6788
Mo,4/11/22,13990.21,211.754M,215.995M,0.748,28.4715,7.7063
,,,,,,,
Fr,4/8/22,14327.26,185.257M,218.295M,0.7304,29.1574,7.892
Th,4/7/22,14531.81,197.375M,243.729M,0.7191,29.5737,8.0046
We,4/6/22,14498.88,240.83M,246.047M,0.7207,29.5067,7.9865
Tu,4/5/22,14820.64,209.606M,252.246M,0.7051,30.1615,8.1637
Mo,4/4/22,15159.58,206.096M,257.465M,0.6884,30.8513,8.3504
,,,,,,,
Fr,4/1/22,14861.21,215.376M,261.941M,0.7022,30.2441,8.1861
Th,3/31/22,14838.49,282.26M,263.486M,0.7033,30.1978,8.1736
We,3/30/22,15071.55,206.674M,260.289M,0.692,30.6721,8.3019
Tu,3/29/22,15239.32,220.66M,263.961M,0.6841,31.0136,8.3944
Mo,3/28/22,14987.4,193.826M,269.853M,0.6956,30.502,8.2547
,,,,,,,
Fr,3/25/22,14754.31,186.64M,277.261M,0.7066,30.0276,8.1263
Th,3/24/22,14765.69,221.438M,281.138M,0.706,30.0508,8.1326
We,3/23/22,14447.55,227.101M,281.794M,0.7216,29.4033,7.9574
Tu,3/22/22,14654.33,235.028M,282.231M,0.7114,29.8242,8.0712
Mo,3/21/22,14376.09,246.25M,284.099M,0.7251,29.2579,7.918
,,,,,,,
Fr,3/18/22,14420.08,566.772M,288.309M,0.7231,29.3506,7.9446
Th,3/17/22,14118.6,232.153M,266.65M,0.7386,28.7369,7.6752
We,3/16/22,13956.79,333.811M,276.34M,0.7471,28.4076,7.5872
Tu,3/15/22,13458.56,287.884M,271.212M,0.7748,27.3932,7.3163
Mo,3/14/22,13046.64,273.248M,269.253M,0.799,26.5548,7.0924
,,,,,,,
Fr,3/11/22,13301.83,238.549M,268.789M,0.7827,27.0735,7.2311
Th,3/10/22,13591,234.298M,267.979M,0.766,27.662,7.3883
We,3/9/22,13742.2,261.755M,265.382M,0.7564,27.9059,7.4536
Tu,3/8/22,13267.61,309.041M,262.753M,0.7833,26.9231,7.1964
Mo,3/7/22,13319.38,304.945M,258.788M,0.7803,27.0279,7.2245
,,,,,,,
Fr,3/4/22,13837.83,244.795M,257.795M,0.751,28.0799,7.5057
Th,3/3/22,14035.21,231.285M,258.758M,0.7405,28.4804,7.6127
We,3/2/22,14243.69,233.656M,258.036M,0.7291,30.7598,7.8358
Tu,3/1/22,14005.99,263.046M,256.575M,0.7412,30.2465,7.705
Mo,2/28/22,14237.81,309.401M,252.6M,0.729,30.7471,7.8326
,,,,,,,
Fr,2/25/22,14189.16,241.883M,247.892M,0.7315,30.642,7.8058
Th,2/24/22,13974.67,377.501M,252.469M,0.7426,30.1788,7.6878
We,2/23/22,13509.43,256.891M,247.234M,0.7675,29.1741,7.4319
Tu,2/22/22,13870.53,258.499M,245.789M,0.7475,29.9539,7.6305
Mo,2/21/22,,,,,30.2541,7.707
,,,,,,,
Fr,2/18/22,14009.54,266.294M,249.327M,0.7357,30.2541,7.707
Th,2/17/22,14171.74,226.402M,251.083M,0.727,30.6044,7.7962
We,2/16/22,14603.64,195.341M,255.491M,0.7053,31.5371,8.0338
Tu,2/15/22,14620.82,222.319M,263.225M,0.7025,31.5742,8.0433
Mo,2/14/22,14268.59,249.554M,267.389M,0.7198,30.8136,7.8495
,,,,,,,
Fr,2/11/22,14253.84,290.056M,278.345M,0.721,30.7817,7.8414
Th,2/10/22,14705.64,259.24M,284.905M,0.6987,31.7384,8.0899
We,2/9/22,15056.96,220.449M,284.133M,0.6746,32.4967,8.2832
Tu,2/8/22,14747.03,211.744M,284.698M,0.6887,31.8278,8.1274
Mo,2/7/22,14571.25,203.429M,289.553M,0.697,31.4484,8.0305
,,,,,,,
Fr,2/4/22,14694.35,238.775M,290.33M,0.6911,31.7141,8.0984
Th,2/3/22,14501.11,310.537M,289.105M,0.698,31.297,7.9919
We,2/2/22,15139.74,298.983M,281.233M,0.6682,32.701,8.3438
Tu,2/1/22,15019.68,235.209M,275.644M,0.6736,32.4417,8.2777
Mo,1/31/22,14930.05,311.577M,278.763M,0.6775,32.2481,8.2283
,,,,,,,
Fr,1/28/22,14454.61,292.622M,272.184M,0.6998,31.2212,7.9662
Th,1/27/22,14003.11,292.53M,268.013M,0.7213,30.246,7.7174
We,1/26/22,14172.76,311.353M,265.696M,0.7127,30.6124,7.8109
Tu,1/25/22,14149.12,284.775M,261.02M,0.7139,30.5614,7.7979
Mo,1/24/22,14509.58,413.896M,255.362M,0.6961,31.3399,7.9965
,,,,,,,
Fr,1/21/22,14438.4,388.457M,237.426M,0.7002,31.1862,7.9573
Th,1/20/22,14846.46,247.653M,219.912M,0.681,32.0676,8.1822
We,1/19/22,15047.84,228.926M,212.289M,0.6719,32.5025,8.2932
Tu,1/18/22,15210.76,284.58M,206.129M,0.6647,32.8544,8.383
Mo,1/17/22,,,,,33.7204,8.6039
,,,,,,,
Fr,1/14/22,15611.59,215.083M,197.482M,0.6476,33.7204,8.6039
Th,1/13/22,15495.62,220.388M,194.105M,0.6525,33.4698,8.54
We,1/12/22,15905.1,192.46M,190.52M,0.6357,34.3538,8.7656
Tu,1/11/22,15844.12,215.155M,191.703M,0.6381,34.222,8.732
Mo,1/10/22,15614.43,281.994M,191.543M,0.6475,33.7258,8.6054
,,,,,,,
Fr,1/7/22,15592.19,212.894M,213.156M,0.6484,33.6778,8.5932
Th,1/6/22,15765.36,230.046M,216.786M,0.6411,34.0518,8.6886
We,1/5/22,15771.78,257.786M,218.086M,0.6409,34.0657,8.6922
Tu,1/4/22,16279.73,241.208M,216.789M,0.6205,35.1628,8.9721
Mo,1/3/22,16501.77,199.909M,215.712M,0.6113,35.6422,9.0945
,,,,,,,
Fr,12/31/21,16320.08,144.854M,216.135M,0.6187,35.2498,8.9943
Th,12/30/21,16429.1,125.739M,219.133M,0.6139,35.4852,9.0544
We,12/29/21,16491.01,133.316M,224.626M,0.6113,35.6189,9.0885
Tu,12/28/21,16488.66,136.522M,233.21M,0.6113,35.6139,9.0872
Mo,12/27/21,16567.5,154.884M,240.429M,0.6084,35.7841,9.1307
,,,,,,,
Fr,12/24/21,,,,,35.2241,8.9878
Th,12/23/21,16308.21,164.426M,249.289M,0.6181,35.2241,8.9878
We,12/22/21,16180.14,166.609M,255.151M,0.623,34.9475,8.9172
Tu,12/21/21,15986.28,210.206M,260.963M,0.6306,34.5288,8.8104
Mo,12/20/21,15627.64,212.758M,274.46M,0.6435,33.754,8.6127
,,,,,,,
Fr,12/17/21,15801.46,606.189M,275.138M,0.6369,34.1295,8.7085
Th,12/16/21,15863.94,267.347M,247.262M,0.636,34.2625,8.7242
We,12/15/21,16289.59,249.545M,240.978M,0.616,35.1822,8.9583
Tu,12/14/21,15914.9,238.32M,238.585M,0.6305,34.372,8.8257
Mo,12/13/21,16082.55,225.064M,238.73M,0.6232,34.7337,8.9187
,,,,,,,
Fr,12/10/21,16331.98,206.246M,239.085M,0.6136,35.2749,9.057
Th,12/9/21,16149.57,189.83M,240.353M,0.6206,34.8809,8.9558
We,12/8/21,16394.34,208.124M,240.004M,0.611,34.9535,9.095
Tu,12/7/21,16325.66,262.073M,238.217M,0.6136,34.8071,9.0394
Mo,12/6/21,15846.16,244.812M,231.748M,0.6321,33.7847,8.7739
,,,,,,,
Fr,12/3/21,15712.04,287.784M,225.752M,0.6375,33.4989,8.6999
Th,12/2/21,15990.76,252.354M,216.202M,0.6264,34.0922,8.8542
We,12/1/21,15877.72,253.798M,212.216M,0.6302,33.8279,8.8211
Tu,11/30/21,16135.92,412.653M,208.811M,0.6502,37.0225,9.2079
Mo,11/29/21,16399.24,222.938M,194.25M,0.6396,37.6267,9.3581
,,,,,,,
Fr,11/26/21,16025.58,188.036M,194.26M,0.6544,36.7693,9.1449
Th,11/25/21,,,,,37.5546,9.3402
We,11/24/21,16367.81,173.094M,196.858M,0.6407,37.5546,9.3402
Tu,11/23/21,16306.72,213.646M,197.162M,0.643,37.4144,9.3053
Mo,11/22/21,16380.98,240.496M,194.629M,0.64,37.5848,9.3477
,,,,,,,
Fr,11/19/21,16573.34,230.392M,190.452M,0.6325,38.0261,9.4575
Th,11/18/21,16482.97,225.26M,189.159M,0.636,37.8188,9.4059
We,11/17/21,16308.07,184.607M,186.607M,0.6426,37.4175,9.3061
Tu,11/16/21,16309.77,181.317M,187.498M,0.6406,37.4214,9.3071
Mo,11/15/21,16189.12,165.029M,188.501M,0.6454,37.1446,9.2382
,,,,,,,
Fr,11/12/21,16199.88,154.875M,189.016M,0.6443,37.1693,9.2443
Th,11/11/21,16032.47,144.529M,190.295M,0.6507,36.7851,9.1488
We,11/10/21,15985.57,192.573M,191.051M,0.6527,36.6775,9.1221
Tu,11/9/21,16219.94,202.719M,187.531M,0.6427,37.2153,9.2558
Mo,11/8/21,16336.03,194.244M,183.365M,0.638,37.4816,9.322
,,,,,,,
Fr,11/5/21,16359.38,223.089M,180.924M,0.6371,37.5352,9.3354
Th,11/4/21,16346.24,227.008M,179.511M,0.636,37.5051,9.3279
We,11/3/21,16144.5,177.646M,175.817M,0.6432,37.0422,9.2127
Tu,11/2/21,15972.49,175.656M,174.806M,0.6502,36.6475,9.1146
Mo,11/1/21,15905.28,177.84M,174.801M,0.6526,36.4933,9.0762
,,,,,,,
Fr,10/29/21,15850.47,210.989M,171.701M,0.6548,36.3676,9.045
Th,10/28/21,15778.16,186.985M,167.16M,0.6569,36.2016,9.0037
We,10/27/21,15598.39,197.963M,165.942M,0.6642,35.7892,8.9011
Tu,10/26/21,15559.49,196.37M,164.377M,0.6659,35.6999,8.8789
Mo,10/25/21,15514.19,172.752M,163.121M,0.6678,35.596,8.8531
,,,,,,,
Fr,10/22/21,15355.07,174.065M,166.503M,0.6746,35.2309,8.7623
Th,10/21/21,15489.59,155.862M,167.716M,0.6688,35.5396,8.839
We,10/20/21,15388.71,139.771M,170.876M,0.6731,35.3081,8.7815
Tu,10/19/21,15410.72,140.236M,173.705M,0.6722,35.3586,8.794
Mo,10/18/21,15300.89,157.622M,180.461M,0.677,35.1066,8.7313
,,,,,,,
Fr,10/15/21,15146.92,201.894M,180.257M,0.6839,34.7533,8.6435
Th,10/14/21,15052.42,171.606M,175.422M,0.6882,34.5365,8.5896
We,10/13/21,14774.6,162.473M,173.625M,0.7011,33.8991,8.431
Tu,10/12/21,14662.11,175.59M,174.207M,0.7065,33.641,8.3668
Mo,10/11/21,14713.73,131.339M,172.724M,0.704,33.7594,8.3963
,,,,,,,
Fr,10/8/21,14820.75,142.873M,179.296M,0.6989,34.005,8.4574
Th,10/7/21,14897.13,168.71M,200.017M,0.6954,34.1802,8.5009
We,10/6/21,14766.75,174.495M,199.281M,0.7013,33.8811,8.4265
Tu,10/5/21,14674.15,177.527M,200.533M,0.7057,33.6686,8.3737
Mo,10/4/21,14472.12,223.486M,200.129M,0.7149,33.2051,8.2584
,,,,,,,
Fr,10/1/21,14791.87,192.257M,196.862M,0.6992,33.9387,8.4409
Th,9/30/21,14689.62,203.255M,195.559M,0.7047,33.7041,8.3825
We,9/29/21,14752.89,182.212M,191.369M,0.7005,33.8493,8.4186
Tu,9/28/21,14770.3,241.574M,189.329M,0.6993,33.8892,8.4286
Mo,9/27/21,15204.83,154.563M,184.093M,0.6794,34.8862,8.6765
,,,,,,,
Fr,9/24/21,15329.68,129.371M,182.399M,0.6736,35.1726,8.7478
Th,9/23/21,15316.58,144.645M,183.273M,0.6741,35.1416,8.8172
We,9/22/21,15176.51,171.213M,184.113M,0.6803,34.8223,8.7366
Tu,9/21/21,15027.77,153.335M,187.652M,0.6871,34.481,8.6509
Mo,9/20/21,15012.19,229.923M,187.055M,0.6868,34.4453,8.642
,,,,,,,
Fr,9/17/21,15333.47,453.685M,181.954M,0.6721,35.1825,8.8269
Th,9/16/21,15515.91,157.667M,160.801M,0.6642,35.6011,8.9319
We,9/15/21,15503.53,193.281M,161.926M,0.6648,35.5727,8.9248
Tu,9/14/21,15382.9,171.47M,158.903M,0.67,35.2959,8.8554
Mo,9/13/21,15434.5,174.478M,158.423M,0.667,35.4143,8.8851
,,,,,,,
Fr,9/10/21,15440.75,172.707M,158.557M,0.6668,35.4286,8.8887
Th,9/9/21,15561.05,140.41M,159.5M,0.6617,35.7046,8.9579
We,9/8/21,15620.85,151.605M,160.309M,0.6591,35.83,8.972
Tu,9/7/21,15675.76,163.043M,160.847M,0.6568,35.9627,8.9849
Mo,9/6/21,,,,,35.9103,8.9718
,,,,,,,
Fr,9/3/21,15652.86,129.144M,160.449M,0.6577,35.9103,8.9718
Th,9/2/21,15604.25,142.492M,160.272M,0.6598,35.7988,8.9439
We,9/1/21,15611.57,157.244M,160.81M,0.659,40.3286,9.26
Tu,8/31/21,15582.51,224.3M,160.506M,0.66,40.2535,9.2428
Mo,8/30/21,15605.09,144.38M,155.595M,0.6586,40.3118,9.2562
,,,,,,,
Fr,8/27/21,15432.95,153.401M,155.192M,0.6658,39.8672,9.1541
Th,8/26/21,15278.52,136.39M,155.186M,0.6726,39.4682,9.0625
We,8/25/21,15368.92,174.547M,156.273M,0.6705,39.7017,9.1161
Tu,8/24/21,15357.68,147.937M,157.523M,0.6709,39.6727,9.1094
Mo,8/23/21,15312.82,164.262M,158.791M,0.6728,39.5568,9.0828
,,,,,,,
Fr,8/20/21,15092.57,176.491M,158.336M,0.6826,38.9879,8.9522
Th,8/19/21,14933.94,186.847M,159.173M,0.6899,38.5781,8.8581
We,8/18/21,14857.92,152.554M,158.561M,0.6931,38.3817,8.813
Tu,8/17/21,15002.83,159.67M,161.875M,0.6847,38.756,8.8989
Mo,8/16/21,15140.77,157.077M,165.97M,0.6784,39.1124,8.9808
,,,,,,,
Fr,8/13/21,15136.68,126.481M,166.776M,0.6779,39.1018,8.9783
Th,8/12/21,15088.98,150.567M,169.367M,0.6799,38.9786,8.95
We,8/11/21,15027.76,152.681M,168.577M,0.6823,38.8204,8.9137
Tu,8/10/21,15053.58,150.638M,168.817M,0.6808,38.8871,8.929
Mo,8/9/21,15133.11,138.344M,177.187M,0.6772,39.0926,8.9762
,,,,,,,
Fr,8/6/21,15109.36,153.31M,181.57M,0.6781,39.0312,8.9621
Th,8/5/21,15181.64,152.689M,182.842M,0.6738,39.218,9.005
We,8/4/21,15083.39,193.301M,183.562M,0.6776,38.9641,8.9467
Tu,8/3/21,15061.42,166.955M,181.131M,0.6786,38.9074,8.9337
Mo,8/2/21,14963.62,157.429M,178.965M,0.6831,38.6548,8.8757
,,,,,,,
Fr,7/30/21,14959.9,189.058M,177.494M,0.6832,38.6451,8.8735
Th,7/29/21,15048.36,177.665M,175.487M,0.6791,38.8737,8.9259
We,7/28/21,15018.1,202.267M,175.516M,0.6802,38.7955,8.908
Tu,7/27/21,14956.97,221.085M,172.142M,0.683,38.6376,8.8717
Mo,7/26/21,15125.95,169.172M,168.547M,0.6753,39.0741,8.972
,,,,,,,
Fr,7/23/21,15111.79,165.35M,166.617M,0.6759,39.0375,8.9636
Th,7/22/21,14940.17,138.706M,165.688M,0.6828,38.5942,8.8618
We,7/21/21,14842.63,156.283M,168.1M,0.6873,38.3422,8.8039
Tu,7/20/21,14728.21,276.192M,166.975M,0.6801,38.0466,8.736
Mo,7/19/21,14549.09,204.085M,158.703M,0.6885,37.5839,8.6298
,,,,,,,
Fr,7/16/21,14681.38,172.399M,161.694M,0.6823,37.9257,8.7083
Th,7/15/21,14794.69,163.479M,159.944M,0.677,38.2184,8.7755
We,7/14/21,14900.44,156.844M,157.903M,0.6722,38.4915,8.8382
Tu,7/13/21,14874.54,134.46M,157.407M,0.6734,38.4246,8.8228
Mo,7/12/21,14877.89,135.364M,159.076M,0.6732,38.4333,8.8248
,,,,,,,
Fr,7/9/21,14826.09,158.959M,176.954M,0.6756,38.2995,8.7941
Th,7/8/21,14722.14,178.094M,179.093M,0.6803,38.031,8.7324
We,7/7/21,14810.54,151.661M,178.612M,0.6762,38.2593,8.7849
Tu,7/6/21,14786.36,167.162M,177.79M,0.6773,38.1968,8.7705
Mo,7/5/21,,,,,38.0451,8.7357
,,,,,,,
Fr,7/2/21,14727.63,140.22M,176.808M,0.6793,38.0451,8.7357
Th,7/1/21,14560.05,151.413M,176.681M,0.6868,37.6122,8.6363
We,6/30/21,14554.8,174.884M,177.357M,0.6887,37.5987,8.6332
