Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
Mo,1/7/19,6488.25,224.88M,264.117M,1.1682,20.1437,5.2979
,,,,,,,
Fr,1/4/19,6422.67,272.921M,260.414M,1.1802,19.9401,5.2443
Th,1/3/19,6147.13,286.198M,255.031M,1.2331,19.0847,5.0193
We,1/2/19,6360.87,203.167M,248.004M,1.1883,19.7483,5.1939
Tu,1/1/19,,,,,19.6523,5.1686
Mo,12/31/18,6329.96,193.001M,247.851M,1.1941,19.6523,5.1686
,,,,,,,
Fr,12/28/18,6285.27,191.456M,249.85M,1.2005,19.5135,5.1321
Th,12/27/18,6288.3,244.516M,254.349M,1.1989,19.523,5.1346
We,12/26/18,6262.77,271.386M,255.285M,1.2037,19.4437,5.1138
Tu,12/25/18,,,,,18.3154,4.817
Mo,12/24/18,5899.35,171.716M,252.79M,1.2778,18.3154,4.817
,,,,,,,
Fr,12/21/18,6046.56,630.333M,263.996M,1.2531,18.7724,4.9372
Th,12/20/18,6243.2,308.354M,233.081M,1.2137,19.3829,5.0978
We,12/19/18,6342.97,288.941M,227.194M,1.1946,19.6927,5.1792
Tu,12/18/18,6491.52,228.982M,219.511M,1.1672,20.1539,5.3005
Mo,12/17/18,6448.39,240.371M,216.198M,1.1698,20.02,5.2653
,,,,,,,
Fr,12/14/18,6594.96,205.534M,206.587M,1.1438,20.4771,5.385
Th,12/13/18,6767.97,169.34M,204.847M,1.1146,21.0143,5.5263
We,12/12/18,6763.96,192.171M,211.785M,1.1087,21.0018,5.523
Tu,12/11/18,6704.24,180.789M,215.097M,1.1186,20.8164,5.4623
Mo,12/10/18,6682.74,200.882M,221.014M,1.1222,20.7496,5.4447
,,,,,,,
Fr,12/7/18,6613.28,222.977M,222.854M,1.134,20.534,5.3882
Th,12/6/18,6838.85,258.94M,221.715M,1.0966,21.2343,5.5719
We,12/5/18,,,,,23.0082,5.5123
Tu,12/4/18,6795.21,258.555M,217.538M,1.0997,23.0082,5.5123
Mo,12/3/18,7062.13,233.973M,213.407M,1.057,23.912,5.7288
,,,,,,,
Fr,11/30/18,6949.01,339.802M,211.265M,1.0742,23.529,5.6371
Th,11/29/18,6892.4,166.599M,200.674M,1.083,23.3373,5.5911
We,11/28/18,6913.33,220.062M,202.283M,1.0797,23.4082,5.6081
Tu,11/27/18,6701.04,173.692M,198.4M,1.1134,22.6894,5.4359
Mo,11/26/18,6678.34,179.282M,198.717M,1.1172,22.6125,5.4175
,,,,,,,
Fr,11/23/18,6527.35,96.201M,203.701M,1.1429,22.1013,5.295
Th,11/22/18,,,,,22.2649,5.3342
We,11/21/18,6575.66,179.439M,212.44M,1.1345,22.2649,5.3342
Tu,11/20/18,6526.96,273.406M,218.36M,1.142,22.1,5.2947
Mo,11/19/18,6642.92,241.85M,218.014M,1.1213,22.4926,5.3888
,,,,,,,
Fr,11/16/18,6867.02,269.555M,218.948M,1.0781,23.2514,5.5706
Th,11/15/18,6890.45,228.47M,220.372M,1.0744,23.275,5.5695
We,11/14/18,6769.87,205.896M,221.408M,1.0918,22.8677,5.472
Tu,11/13/18,6830.91,196.289M,225.567M,1.083,23.0739,5.5213
Mo,11/12/18,6829.1,196.593M,227.031M,1.0833,23.0607,5.5199
,,,,,,,
Fr,11/9/18,7039.15,201.833M,225.232M,1.051,23.77,5.6897
Th,11/8/18,7158.59,180.945M,226.075M,1.0333,24.1733,5.7862
We,11/7/18,7203.13,190.734M,226.929M,1.0196,24.3237,5.8222
Tu,11/6/18,6988.85,161.821M,225.347M,1.0509,23.5991,5.649
Mo,11/5/18,6937.09,178.437M,226.34M,1.0571,23.4242,5.6072
,,,,,,,
Fr,11/2/18,6965.29,254.038M,225.601M,1.0585,23.5194,5.63
Th,11/1/18,7069.17,227.292M,224.439M,1.0429,23.8702,5.7139
We,10/31/18,6967.1,268.238M,229.184M,1.0583,23.5255,5.6314
Tu,10/30/18,6810.12,268.213M,229.558M,1.0823,22.9955,5.5045
Mo,10/29/18,6713.9,255.867M,222.87M,1.0959,22.6706,5.4268
,,,,,,,
Fr,10/26/18,6852.4,290.913M,217.3M,1.0738,23.1382,5.5387
Th,10/25/18,7016.39,244.01M,210.113M,1.0487,23.6919,5.6917
We,10/24/18,6789.15,268.277M,205.872M,1.0838,22.9246,5.5074
Tu,10/23/18,7118.67,218.253M,197.925M,1.0336,24.0373,5.7747
Mo,10/22/18,7141.21,169.61M,193.927M,1.0301,24.1134,5.793
,,,,,,,
Fr,10/19/18,7107.23,214.482M,192.754M,1.035,23.9986,5.7654
Th,10/18/18,7116.09,193.743M,190.168M,1.0337,24.0282,5.7726
We,10/17/18,7278.63,167.017M,186.864M,1.0106,24.5771,5.9044
Tu,10/16/18,7276.43,176.712M,186.85M,1.0109,24.5696,5.9027
Mo,10/15/18,7068.67,167.353M,185.46M,1.0406,23.8681,5.7341
,,,,,,,
Fr,10/12/18,7157.21,236.605M,186.744M,1.0278,24.1671,5.8059
Th,10/11/18,6964.03,298.473M,207.275M,1.0563,23.5148,5.6492
We,10/10/18,7044.5,273.841M,198.3M,1.0442,23.7865,5.7145
Tu,10/9/18,7371.62,167.902M,188.987M,0.9979,24.8911,5.9799
Mo,10/8/18,7352.82,172.318M,187.838M,1.0002,24.8274,5.9646
,,,,,,,
Fr,10/5/18,7399.01,183.105M,186.309M,0.9939,24.9835,6.0021
Th,10/4/18,7490,180.395M,183.471M,0.9819,25.2907,6.0759
We,10/3/18,7637.43,149.064M,182.156M,0.9608,25.7885,6.1955
Tu,10/2/18,7628.28,158.284M,183.993M,0.9619,25.7577,6.1881
Mo,10/1/18,7645.45,152.021M,183.971M,0.9581,25.8156,6.202
,,,,,,,
Fr,9/28/18,7627.65,175.685M,184.191M,0.9603,25.7555,6.1876
Th,9/27/18,7629.57,144.183M,184.38M,0.9601,25.762,6.1891
We,9/26/18,7563.09,166.816M,186.964M,0.9678,25.5375,6.1352
Tu,9/25/18,7563.19,155.856M,189.005M,0.9678,25.5379,6.1353
Mo,9/24/18,7548.75,186.618M,189.623M,0.9697,25.4891,6.1236
,,,,,,,
Fr,9/21/18,7531.07,544.572M,188.522M,0.9733,25.4294,6.1092
Th,9/20/18,7569.04,163.84M,161.446M,0.9684,25.5576,6.14
We,9/19/18,7490.32,134.146M,159.01M,0.9786,25.2918,6.0762
Tu,9/18/18,7494.4,150.663M,158.797M,0.9781,25.3056,6.0795
Mo,9/17/18,7434.73,149.391M,157.429M,0.9824,25.1041,6.0311
,,,,,,,
Fr,9/14/18,7545.5,140.537M,155.904M,0.968,25.478,6.1209
Th,9/13/18,7561.69,160.659M,155.299M,0.966,25.5327,6.1341
We,9/12/18,7488.06,176.627M,152.23M,0.9741,25.284,6.0743
Tu,9/11/18,7507.87,157.952M,149.95M,0.9712,25.3509,6.077
Mo,9/10/18,7447.68,155.323M,148.852M,0.9778,25.1479,6.0283
,,,,,,,
Fr,9/7/18,7430.26,178.517M,150.301M,0.9801,25.0891,6.0142
Th,9/6/18,7453.17,182.938M,149.621M,0.9771,25.1665,6.0327
We,9/5/18,7523.26,197.44M,150.118M,0.966,25.3151,5.9312
Tu,9/4/18,7622.32,165.126M,145.922M,0.9534,25.649,6.0561
Mo,9/3/18,,,,,25.7497,6.0823
,,,,,,,
Fr,8/31/18,7654.55,170.101M,143.556M,0.9486,25.7497,6.0823
Th,8/30/18,7642.67,138.428M,141.504M,0.9501,25.7065,6.0728
We,8/29/18,7660.18,127.299M,141.204M,0.9472,25.7653,6.12
Tu,8/28/18,7570.25,130.952M,141.047M,0.9581,25.4628,6.0481
Mo,8/27/18,7559.13,130.142M,142.097M,0.9595,25.4253,6.0392
,,,,,,,
Fr,8/24/18,7485.4,126.518M,142.918M,0.9689,25.1773,5.9803
Th,8/23/18,7413.84,131.465M,144.312M,0.9783,24.9352,5.9231
We,8/22/18,7424.6,114.619M,146.849M,0.9771,24.9562,5.9067
Tu,8/21/18,7397.23,142.429M,151.166M,0.9791,24.8627,5.8874
Mo,8/20/18,7371.42,141.489M,154.455M,0.9822,24.7759,5.8668
,,,,,,,
Fr,8/17/18,7377.54,177.056M,156.602M,0.9814,24.7965,5.8717
Th,8/16/18,7374.3,168.315M,157.514M,0.9814,24.7857,5.8691
We,8/15/18,7354.66,190.389M,160.846M,0.9827,24.7019,5.9134
Tu,8/14/18,7447.17,134.503M,159.834M,0.9675,24.8928,6.1894
Mo,8/13/18,7401.17,129.642M,161.163M,0.9732,24.7389,6.1512
,,,,,,,
Fr,8/10/18,7408.3,139.318M,161.488M,0.9721,24.7743,6.1571
Th,8/9/18,7466.96,133.921M,164.159M,0.9588,24.9705,6.2059
We,8/8/18,7469.55,124.955M,165.901M,0.9584,24.9835,6.2128
Tu,8/7/18,7462.65,146.693M,167.298M,0.9575,24.9846,6.2208
Mo,8/6/18,7439,142.457M,167.094M,0.9605,24.9028,6.1902
,,,,,,,
Fr,8/3/18,7395.49,147.422M,166.683M,0.9646,24.7546,6.0537
Th,8/2/18,7372.15,169.526M,166.138M,0.9676,24.555,5.9964
We,8/1/18,7272.89,179.38M,166.053M,0.9808,24.2144,5.9248
Tu,7/31/18,7231.98,191.762M,164.221M,0.9864,25.7235,5.9298
Mo,7/30/18,7193.1,173.686M,159.662M,0.9914,25.5852,5.8979
,,,,,,,
Fr,7/27/18,7296.78,190.737M,157.269M,0.9759,25.954,5.983
Th,7/26/18,7400.75,218.296M,154.146M,0.9622,26.3238,6.0682
We,7/25/18,7508.59,175.207M,149.813M,0.9484,26.7074,6.1566
Tu,7/24/18,7406.25,154.447M,145.4M,0.9617,26.3434,6.0727
Mo,7/23/18,7371.78,134.519M,145.033M,0.9659,26.2208,6.0445
,,,,,,,
Fr,7/20/18,7350.23,179.374M,148.989M,0.9301,26.1441,6.0268
Th,7/19/18,7352.36,160.052M,148.964M,0.9298,26.1517,6.0285
We,7/18/18,7390.13,145.911M,150.462M,0.9251,26.286,6.0595
Tu,7/17/18,7403.89,143.638M,152.187M,0.9234,26.335,6.0708
Mo,7/16/18,7357.9,136.29M,157.095M,0.9291,26.1714,6.0331
,,,,,,,
Fr,7/13/18,7375.82,139.246M,165.676M,0.9269,26.2351,6.0478
Th,7/12/18,7366.25,168.245M,168.04M,0.9281,26.2011,6.0399
We,7/11/18,7243.98,151.91M,168.998M,0.9437,25.7662,5.9397
Tu,7/10/18,7282.6,123.37M,171.075M,0.9387,25.9036,5.9713
Mo,7/9/18,7276,137.788M,173.804M,0.9396,25.8801,5.9659
,,,,,,,
Fr,7/6/18,7207.33,143.89M,193.281M,0.9484,25.6358,5.9096
Th,7/5/18,7101.05,153.307M,195.324M,0.9626,25.2578,5.8225
We,7/4/18,,,,,24.9501,5.7515
Tu,7/3/18,7014.55,109.016M,197.549M,0.9721,24.9501,5.7515
Mo,7/2/18,7097.82,148.945M,200.288M,0.9607,25.2463,5.8198
,,,,,,,
Fr,6/29/18,7040.8,193.857M,199.691M,0.9666,25.0435,5.7731
Th,6/28/18,7031.6,178.993M,196.798M,0.9679,25.0108,5.7655
We,6/27/18,6969.67,182.523M,195.853M,0.9759,24.7905,5.7147
Tu,6/26/18,7068.2,171.787M,194.427M,0.9623,25.141,5.7955
Mo,6/25/18,7038.17,217.264M,193.184M,0.9664,25.0341,5.7709
,,,,,,,
Fr,6/22/18,7197.51,264.994M,188.492M,0.945,25.6009,5.9016
Th,6/21/18,7217.49,174.706M,181.352M,0.9424,25.672,5.9179
We,6/20/18,7280.71,182.624M,188.301M,0.9342,25.8968,5.9698
Tu,6/19/18,7228.04,183.061M,186.028M,0.941,25.7095,5.9266
Mo,6/18/18,7251.41,164.308M,184.872M,0.9343,25.7926,5.9458
,,,,,,,
Fr,6/15/18,7255.76,429.936M,182.192M,0.9392,25.8081,5.9493
Th,6/14/18,7279.59,174.534M,162.828M,0.9362,25.8928,5.9689
We,6/13/18,7205.26,186.691M,161.332M,0.945,25.6945,5.9079
Tu,6/12/18,7209.18,150.096M,158.503M,0.9445,25.7085,5.8982
Mo,6/11/18,7168.48,139.994M,158.317M,0.9499,25.5633,5.8649
,,,,,,,
Fr,6/8/18,7152.62,150.459M,159.978M,0.9517,25.5068,5.8519
Th,6/7/18,7152.83,164.817M,159.241M,0.9517,25.5122,5.8521
We,6/6/18,7210.08,161.13M,157.833M,0.943,25.6541,5.9493
Tu,6/5/18,7166.75,153.149M,158.525M,0.9487,25.4999,5.9136
Mo,6/4/18,7143.57,146.878M,158.466M,0.9505,25.4174,5.8944
,,,,,,,
Fr,6/1/18,7083.93,157.9M,159.616M,0.9585,25.2052,5.8452
Th,5/31/18,6967.73,278.944M,158.993M,0.9745,24.7925,5.7419
We,5/30/18,6976.37,148.517M,151.241M,0.9741,24.8161,5.7877
Tu,5/29/18,6926.54,165.723M,152.723M,0.9805,24.6408,5.7481
Mo,5/28/18,,,,,24.7631,5.7767
,,,,,,,
Fr,5/25/18,6960.92,124.111M,152.382M,0.9748,24.7631,5.7767
Th,5/24/18,6949.7,139.476M,155.634M,0.9763,24.7255,5.7674
We,5/23/18,6953.63,152.09M,159.015M,0.9758,24.7346,5.7448
Tu,5/22/18,6893.62,144.269M,161.268M,0.9828,24.5147,5.6952
Mo,5/21/18,6905.53,147.3M,161.958M,0.9811,24.5711,5.4204
,,,,,,,
Fr,5/18/18,6866.25,164.906M,165.039M,0.9863,24.4319,5.3895
Th,5/17/18,6901.63,139.412M,166.42M,0.9812,24.5575,5.4173
We,5/16/18,6929.97,143.694M,170.542M,0.9761,24.675,5.4664
Tu,5/15/18,6888.54,171.514M,172.54M,0.9772,24.4688,5.631
Mo,5/14/18,6964.37,152.253M,174.439M,0.9665,24.721,5.693
,,,,,,,
Fr,5/11/18,6952.56,164.126M,174.449M,0.9676,24.6781,5.6834
Th,5/10/18,6963.55,148.565M,177.056M,0.9597,24.7171,5.6923
We,5/9/18,6893.21,162.661M,177.772M,0.9691,24.4506,5.6638
Tu,5/8/18,6815.48,170.746M,176.298M,0.9792,24.1681,5.5276
Mo,5/7/18,6821.87,160.608M,174.985M,1.0173,24.0434,5.5084
,,,,,,,
Fr,5/4/18,6769.12,172.886M,173.099M,1.0252,23.8549,5.451
Th,5/3/18,6643.48,190.201M,170.711M,1.0414,25.5551,5.5284
We,5/2/18,6644.48,185.874M,167.978M,1.0412,25.5589,5.5292
Tu,5/1/18,6681.96,154.622M,165.034M,1.0354,25.7031,5.5604
Mo,4/30/18,6605.57,193.509M,167.092M,1.0473,25.4093,5.4969
,,,,,,,
Fr,4/27/18,6656.35,185.635M,165.787M,1.0392,25.6046,5.5391
Th,4/26/18,6649.65,201.238M,167.553M,1.0399,25.5789,5.5335
We,4/25/18,6513.94,173.656M,165.897M,1.0616,25.0569,5.4206
Tu,4/24/18,6509.05,200.007M,167.744M,1.0624,25.0381,5.4165
Mo,4/23/18,6648.8,152.408M,167.398M,1.0399,25.5756,5.5328
,,,,,,,
Fr,4/20/18,6667.75,203.227M,173.144M,1.0369,25.6481,5.5486
Th,4/19/18,6774.89,159.308M,177.013M,1.0205,26.062,5.6378
We,4/18/18,6833.21,140.548M,182.107M,1.0118,26.2863,5.6863
Tu,4/17/18,6816.37,151.043M,188.1M,1.0143,26.2215,5.6723
Mo,4/16/18,6675.18,132.321M,193.438M,1.0358,25.6784,5.5548
,,,,,,,
Fr,4/13/18,6628.34,137.072M,200.33M,1.0431,25.4982,5.5158
Th,4/12/18,6656.26,149.201M,205.164M,1.0387,25.6056,5.539
We,4/11/18,6583.44,141.711M,207.333M,1.0502,25.3255,5.4784
Tu,4/10/18,6615.87,185.502M,209.569M,1.045,25.4502,5.5054
Mo,4/9/18,6472.34,173.935M,211.517M,1.0682,24.8981,5.386
,,,,,,,
Fr,4/6/18,6433.21,212.112M,225.325M,1.0745,24.7476,5.3534
Th,4/5/18,6594.84,176.405M,220.993M,1.0482,25.3693,5.4879
We,4/4/18,6560.06,201.361M,221.126M,1.0538,25.2356,5.459
Tu,4/3/18,6458.83,194.818M,220.784M,1.0677,24.8462,5.3747
Mo,4/2/18,6390.84,238.59M,219.6M,1.077,24.5846,5.3182
,,,,,,,
Fr,3/30/18,,,,,25.3175,5.4765
Th,3/29/18,6581.13,261.272M,215.513M,1.0458,25.3175,5.4765
We,3/28/18,6460.81,235.711M,208.874M,1.0654,24.8546,5.3764
Tu,3/27/18,6529.84,230.439M,204.582M,1.0531,25.1202,5.4338
Mo,3/26/18,6753.83,231.12M,200.599M,1.0182,25.9816,5.6202
,,,,,,,
Fr,3/23/18,6508.09,235.698M,197.008M,1.0566,25.0355,5.4157
Th,3/22/18,6682.26,209.583M,194.764M,1.0291,25.7055,5.5607
We,3/21/18,6853.45,181.742M,195.918M,1.0034,26.3635,5.7031
Tu,3/20/18,6885.92,175.252M,197.961M,0.9948,26.4884,5.7301
Mo,3/19/18,6864.88,214.714M,198.708M,0.9979,26.4074,5.7126
,,,,,,,
Fr,3/16/18,7019.95,381.065M,194.801M,0.9772,27.0029,5.8417
Th,3/15/18,7030.97,147.125M,179.689M,0.9754,27.0453,5.8509
We,3/14/18,7040.98,178.4M,179.621M,0.9732,27.9598,5.7624
Tu,3/13/18,7046.51,196.227M,178.881M,0.9724,27.9817,5.7669
Mo,3/12/18,7131.12,177.065M,177.161M,0.9609,28.3177,5.8362
,,,,,,,
Fr,3/9/18,7101.18,177.284M,178.059M,0.9644,28.1988,5.8117
Th,3/8/18,6966.43,161.682M,178.723M,0.9831,27.6637,5.7014
We,3/7/18,6929.39,171.339M,181.099M,0.9874,27.5167,5.6711
Tu,3/6/18,6913.02,170.694M,179.928M,0.9897,27.4516,5.6577
Mo,3/5/18,6881.28,177.251M,183.775M,0.9941,27.3256,5.6317
,,,,,,,
Fr,3/2/18,6811.04,202.032M,193.193M,1.0044,27.0467,5.5742
Th,3/1/18,6750.54,226.898M,198.241M,1.0134,26.8064,5.5247
We,2/28/18,6854.42,212.382M,198.231M,0.998,27.2189,5.6097
Tu,2/27/18,6900.35,186.466M,205.438M,0.9906,27.4013,5.6473
Mo,2/26/18,6989.1,156.108M,213.032M,0.9773,27.7538,5.7199
,,,,,,,
Fr,2/23/18,6896.6,154.379M,217.846M,0.9904,27.3864,5.6442
Th,2/22/18,6761.85,146.102M,221.618M,1.0101,26.8514,5.534
We,2/21/18,6759.26,167.302M,226.934M,1.0109,26.8411,5.5318
Tu,2/20/18,6779.7,170.425M,227.734M,1.0063,26.9222,5.5486
Mo,2/19/18,,,,,26.8863,5.5412
,,,,,,,
Fr,2/16/18,6770.66,190.537M,228.29M,1.0076,26.8863,5.5412
Th,2/15/18,6794.92,187.25M,228.86M,1.004,26.9824,5.5635
We,2/14/18,6675.03,197.328M,226.934M,1.0218,26.5063,5.4653
Tu,2/13/18,6553.86,153.773M,226.496M,1.0355,26.0251,5.3661
Mo,2/12/18,6523.85,228.399M,226.645M,1.0402,25.906,5.3415
,,,,,,,
Fr,2/9/18,6412.68,318.522M,222.697M,1.0582,25.4645,5.2505
Th,2/8/18,6306.1,277.738M,214.339M,1.0718,25.0413,5.1632
We,2/7/18,6582.02,226.758M,206.022M,1.0269,26.1369,5.3891
Tu,2/6/18,6665.98,320.475M,202.788M,1.013,26.4704,5.4579
Mo,2/5/18,6495.92,300.381M,194.5M,1.0369,25.795,5.3187
,,,,,,,
Fr,2/2/18,6760.29,228.321M,185.188M,0.9964,26.8449,5.5351
Th,2/1/18,6901.5,210.956M,179.052M,0.976,27.4056,5.6507
We,1/31/18,6949.99,225.848M,175.216M,0.9692,27.5981,5.6904
Tu,1/30/18,6930.73,179.296M,169.957M,0.9716,27.5217,5.6747
Mo,1/29/18,6988.32,178.774M,168.032M,0.9619,27.7503,5.7218
,,,,,,,
Fr,1/26/18,7022.97,199.08M,166.292M,0.9572,27.8879,5.7502
Th,1/25/18,6916.3,158.361M,163.287M,0.9719,27.4644,5.6628
We,1/24/18,6919.35,190.757M,164.076M,0.9715,27.4765,5.6653
Tu,1/23/18,6963.46,156.011M,161.34M,0.9651,27.6516,5.7015
Mo,1/22/18,6906.28,169.175M,159.721M,0.9731,27.4246,5.6546
,,,,,,,
Fr,1/19/18,6834.33,193.146M,153.617M,0.9834,27.1389,5.5957
Th,1/18/18,6811.38,152.996M,146.8M,0.9867,27.0477,5.5769
We,1/17/18,6810.28,178.249M,142.815M,0.9869,27.0434,5.576
Tu,1/16/18,6737.14,196.142M,138.556M,0.9977,26.7529,5.5162
Mo,1/15/18,,,,,26.8379,5.5337
,,,,,,,
Fr,1/12/18,6758.54,160.704M,135.068M,0.9946,26.8379,5.5337
Th,1/11/18,6708.49,136.285M,134.416M,1.002,26.6392,5.4927
We,1/10/18,6662.66,153.419M,136.23M,1.0089,26.4548,5.4548
Tu,1/9/18,6677.94,146.96M,138.052M,1.0066,26.5155,5.4673
Mo,1/8/18,6676.63,150.421M,158.517M,1.0066,26.5103,5.4662
,,,,,,,
Fr,1/5/18,6653.29,152.675M,159.123M,1.0101,26.4176,5.4471
Th,1/4/18,6584.58,154.003M,159.649M,1.0207,26.1448,5.3908
We,1/3/18,6575.8,170.205M,159.13M,1.0201,26.1099,5.3837
Tu,1/2/18,6511.34,149.708M,157.645M,1.0302,25.854,5.3309
Mo,1/1/18,,,,,25.3976,5.2368
,,,,,,,
Fr,12/29/17,6396.42,131.724M,157.234M,1.0469,25.3976,5.2368
Th,12/28/17,6441.42,77.625M,159.169M,1.0396,25.5763,5.2736
We,12/27/17,6435.15,90.881M,164.639M,1.04,25.5514,5.2685
Tu,12/26/17,6433.16,93.231M,171.142M,1.0403,25.5435,5.2669
Mo,12/25/17,,,,,25.6706,5.2931
,,,,,,,
Fr,12/22/17,6465.17,114.364M,180.335M,1.0352,25.6706,5.2931
Th,12/21/17,6472.69,143.819M,186.074M,1.034,25.7005,5.2992
We,12/20/17,6472.48,150.919M,194.72M,1.034,25.6997,5.2991
Tu,12/19/17,6480.67,163.492M,199.942M,1.0327,25.7322,5.3058
Mo,12/18/17,6513.27,180.758M,198.559M,1.0275,25.8616,5.3325
,,,,,,,
Fr,12/15/17,6466.32,453.935M,195.99M,1.0405,25.6752,5.294
Th,12/14/17,6389.91,159.509M,170.135M,1.053,25.3718,5.2315
We,12/13/17,6394.67,160.564M,167.381M,1.0542,25.3907,5.2354
Tu,12/12/17,6383.65,146.208M,166.087M,1.0501,25.3469,5.2263
Mo,12/11/17,6393.89,147.932M,165.576M,1.0485,25.3876,5.2347
,,,,,,,
Fr,12/8/17,6344.57,143.55M,167.628M,1.0566,25.1918,5.1943
Th,12/7/17,6316.28,160.744M,168.85M,1.0613,25.0794,5.1712
We,12/6/17,6293.05,159.685M,167.498M,1.0649,24.9872,5.1522
Tu,12/5/17,6265.11,188.427M,166.227M,1.0696,24.453,5.1209
Mo,12/4/17,6263.7,231.115M,162.502M,1.0698,24.4477,5.1178
,,,,,,,
Fr,12/1/17,6337.87,200.459M,156.746M,1.0573,24.7374,5.1785
Th,11/30/17,6365.56,273.496M,153.955M,1.0527,24.8455,5.2011
We,11/29/17,6311.38,229.258M,145.171M,1.0615,24.6343,5.1571
Tu,11/28/17,6422.56,142.742M,140.217M,1.0427,25.0684,5.2479
Mo,11/27/17,6405.97,142.232M,142.52M,1.0446,24.9957,5.232
,,,,,,,
Fr,11/24/17,6409.29,66.104M,145.476M,1.0441,25.0086,5.2347
Th,11/23/17,,,,,24.9182,5.2158
We,11/22/17,6386.12,118.195M,153.166M,1.0479,24.9182,5.2158
Tu,11/21/17,6378.63,141.157M,156.893M,1.0487,24.889,5.2097
Mo,11/20/17,6308.61,138.543M,159.776M,1.0601,24.5919,4.9178
,,,,,,,
Fr,11/17/17,6314.51,178.719M,161.915M,1.0591,24.6124,4.9221
Th,11/16/17,6339.14,161.873M,165.616M,1.0537,24.7084,4.9413
We,11/15/17,6258.36,140.462M,166.88M,1.065,24.3952,4.8909
Tu,11/14/17,6293.64,140.617M,168.279M,1.0547,24.4994,5.1666
Mo,11/13/17,6316.18,132.562M,167.633M,1.0508,24.5925,5.1851
,,,,,,,
Fr,11/10/17,6309.07,144.776M,168.637M,1.0519,24.5565,5.1862
Th,11/9/17,6312.21,158.588M,170.701M,1.0468,24.5688,5.1888
We,11/8/17,6345.81,141.74M,170.058M,1.0408,24.6938,5.215
Tu,11/7/17,6320.78,154.948M,168.802M,1.0449,24.5714,5.1849
Mo,11/6/17,6313.61,177.28M,166.515M,1.046,24.5471,5.1186
,,,,,,,
Fr,11/3/17,6295.58,186.582M,162.758M,1.0482,24.4619,5.0751
Th,11/2/17,6236.39,181.441M,159.196M,1.0582,24.187,4.9992
We,11/1/17,6248.65,174.101M,158.245M,1.0561,25.8617,5.2548
Tu,10/31/17,6248.56,184.405M,155.948M,1.0561,25.8614,5.2547
Mo,10/30/17,6227.59,170.63M,152.188M,1.0593,25.7746,5.2371
,,,,,,,
Fr,10/27/17,6213.47,234.238M,148.229M,1.0601,25.7161,5.2252
Th,10/26/17,6037.87,180.835M,140.928M,1.0909,24.9894,5.0775
We,10/25/17,6055.04,161.449M,137.517M,1.0878,25.0604,5.092
Tu,10/24/17,6080.22,130.927M,135.502M,1.0833,25.1646,5.1131
Mo,10/23/17,6067.83,147.623M,134.154M,1.0854,25.1134,5.1027
,,,,,,,
Fr,10/20/17,6108.82,175.724M,133.568M,1.0861,25.283,5.1372
Th,10/19/17,6092.62,148.948M,132.122M,1.089,25.216,5.1236
We,10/18/17,6114.35,122.895M,131.078M,1.0851,25.3059,5.1418
Tu,10/17/17,6122.61,120.655M,133.087M,1.0837,25.3401,5.1488
Mo,10/16/17,6114.53,120.925M,134.61M,1.0851,25.2757,5.142
,,,,,,,
Fr,10/13/17,6092.45,133.15M,138.477M,1.0891,25.1845,5.1234
Th,10/12/17,6069.99,167.165M,137.885M,1.0931,25.0916,5.1045
We,10/11/17,6081.25,139.649M,135.294M,1.0911,25.1381,5.114
Tu,10/10/17,6063.52,128.003M,136.41M,1.0942,25.0648,5.0991
Mo,10/9/17,6058.53,111.256M,137.264M,1.0951,25.0442,5.0949
,,,,,,,
Fr,10/6/17,6064.57,124.719M,139.583M,1.0941,25.0692,5.1
Th,10/5/17,6057.14,129.674M,157.692M,1.0952,25.0384,5.0937
We,10/4/17,5998.84,131.223M,158.32M,1.1059,24.798,5.043
Tu,10/3/17,5995.06,110.699M,158.726M,1.1044,24.7827,5.0399
Mo,10/2/17,5981.92,138.834M,161.108M,1.1054,24.7284,5.0288
,,,,,,,
Fr,9/29/17,5979.3,154.031M,161.738M,1.1059,24.7175,5.0266
Th,9/28/17,5933.07,133.298M,160.433M,1.1145,24.5264,4.9877
We,9/27/17,5937.79,153.028M,161.16M,1.1129,24.5459,4.9917
Tu,9/26/17,5881.34,143.495M,160.484M,1.1236,24.3125,4.9442
Mo,9/25/17,5867.35,178.924M,160.977M,1.1263,24.2547,4.9325
,,,,,,,
Fr,9/22/17,5932.32,124.283M,156.478M,1.114,24.5233,4.9871
Th,9/21/17,5934.91,128.296M,159.501M,1.1135,24.534,4.9893
We,9/20/17,5973.6,156.382M,160.001M,1.1063,24.694,5.0218
Tu,9/19/17,5991.08,140.818M,157.137M,1.103,24.7663,5.0365
Mo,9/18/17,5981.12,146.037M,156.065M,1.1049,24.7251,5.0281
,,,,,,,
Fr,9/15/17,5988,396.358M,154.473M,1.1015,24.7535,5.0339
Th,9/14/17,5968.82,139.094M,136.745M,1.1051,24.675,5.0178
We,9/13/17,6004.38,137.317M,135.562M,1.0976,24.822,5.0477
Tu,9/12/17,5995.64,146.427M,134.673M,1.0992,24.7859,5.0403
Mo,9/11/17,5980.53,148.282M,133.901M,1.1016,24.7234,5.0276
,,,,,,,
Fr,9/8/17,5913.37,134.45M,135.318M,1.1141,24.4459,4.9712
